Date,nifty_into,nifty_inth,nifty_intl,nifty_intc,nifty_vol,nifty_ImpulseMACD,nifty_ImpulseHisto,nifty_ImpulseMACDCDSignal,nifty_STX,nifty_psi,nifty_TSI,nifty_TSIs,nifty_velocity,nifty_smooth_velocity,usdinr_into,usdinr_inth,usdinr_intl,usdinr_intc,usdinr_vol,usdinr_ImpulseMACD,usdinr_ImpulseHisto,usdinr_ImpulseMACDCDSignal,usdinr_STX,usdinr_psi,usdinr_TSI,usdinr_TSIs,usdinr_velocity,usdinr_smooth_velocity
2016-11-04,8653.150390625,8669.599609375,8400.25,8433.75,715600,364.8326353297907,10.463668709930346,354.3689666198604,0,29.806483084445166,18.888958191059462,23.322901688906356,-55.63851772394427,-4.304203670783548,66.66500091552734,66.85800170898438,66.62830352783203,66.7853012084961,0,0.6035150692584779,-0.16396944710211392,0.7674845163605918,0,100.0,-1.7206925397875534,0.610125668893873,-0.0004139209045808904,-0.011712523454436003
2016-11-11,8535.75,8598.4501953125,8002.25,8296.2998046875,1212800,330.9646302713081,-27.61845821250256,358.5830884838107,0,44.801548690940635,14.52345305376417,22.065837598171758,-71.64773783829483,-17.772910504285804,66.73500061035156,67.9000015258789,66.20500183105469,67.54679870605469,0,0.5926763018578924,-0.13450192735057298,0.7271782292084654,0,100.0,1.4585564343239223,0.7313300639553086,0.17587877057185913,0.025805735350823023
2016-11-18,8284.849609375,8288.5498046875,8048.2998046875,8074.10009765625,981200,290.15905947656574,-64.97428110415399,355.13334058071973,0,60.941497282465015,8.740829367637664,20.162264993809746,-105.04242627615517,-35.22681365865968,67.8499984741211,68.26000213623047,67.5479965209961,68.16999816894531,0,0.6554394267136274,-0.04218687794456677,0.6976263046581942,0,97.83646624938204,6.477365285917885,1.5521922385213909,0.26643776791765245,0.07393214186418891
2016-11-25,8102.10009765625,8122.25,7916.39990234375,8114.2998046875,1048400,247.77294729736423,-95.97189289684746,343.7448401942117,0,82.48903700700784,4.573160071065135,17.93525000484623,-69.6352750716468,-42.10850594125711,68.21549987792969,68.8949966430664,67.94999694824219,68.50849914550781,0,0.7417596914333302,0.05825139824887693,0.6835082931844533,0,91.00933264915287,11.637229945324284,2.992911910921804,0.2738360155113243,0.11391291659361599
2016-12-02,8080.64990234375,8250.7998046875,8066.5,8086.7998046875,956600,214.42479722100506,-113.25402130192822,327.6788185229333,0,87.44870451212532,0.9912084807573314,15.514672644262104,-63.38059812424524,-46.36292437785474,68.55549621582031,68.760498046875,68.01000213623047,68.0114974975586,0,0.7991935718104486,0.11628220420654622,0.6829113676039024,0,84.2041376691697,13.382434043195822,4.47712935838952,0.0953947189042758,0.11020927705574796
2016-12-09,8088.75,8274.9501953125,8056.85009765625,8261.75,703800,189.96394495049026,-117.51880931122025,307.4827542617105,0,92.59583432421861,-0.23485721512733182,13.264739807206471,-11.453869746789668,-39.381113451641724,68.0,68.10800170898438,67.30799865722656,67.46050262451172,0,0.7962905735594603,0.1077759701731682,0.6885146033862921,0,77.47815505065714,12.275851022261262,5.591232453228341,-0.03612037582352697,0.08094334647989297
2016-12-16,8230.650390625,8230.650390625,8121.9501953125,8139.4501953125,821500,164.8766853885536,-119.39248033562501,284.2691657241786,0,94.31223205172131,-2.3490675109746517,11.034195904609168,-42.785880629670736,-40.062066887247525,67.41500091552734,67.9000015258789,67.37989807128906,67.83499908447266,0,0.8055314806674403,0.10541551381570002,0.7001159668517403,0,70.9289417643928,12.689218492065569,6.605230458776516,0.07665685933726181,0.08008604905136675
2016-12-23,8126.0,8132.5,7942.0498046875,7985.75,605800,128.67737316123203,-127.99815544698748,256.6755286082195,0,95.33585431144489,-5.417112492926055,8.684008990675565,-67.81768681815767,-45.61319087342956,67.84030151367188,68.09870147705078,67.69999694824219,67.83080291748047,0,0.8245452749035991,0.10728305658288662,0.7172622183207125,0,64.71446007654387,12.988665924665352,7.51714981104635,0.05626449315930506,0.07532173787295442
2016-12-30,7965.10009765625,8197.0,7893.7998046875,8185.7998046875,658500,101.69288712416892,-124.23655290032892,225.92944002449784,0,96.61814704093594,-5.859178442397732,6.606410785950809,-3.558159055764734,-37.2021845098966,67.80999755859375,68.24909973144531,67.73999786376953,67.9448013305664,0,0.8458651201639498,0.105329952345258,0.7405351678186918,0,59.074330100577505,13.598397546980983,8.385899487608441,0.07285823364412668,0.07482903702718888
2017-01-06,8210.099609375,8306.849609375,8133.7998046875,8243.7998046875,676500,88.82121474890846,-106.44028965549134,195.2615044043998,0,98.13503446289005,-5.638089228105755,4.857196498228443,6.940760407592159,-28.373595526398848,68.13500213623047,68.43000030517578,67.71499633789062,68.1426010131836,0,0.8700193877981661,0.09987262903062011,0.770146758767546,0,54.339265142103535,14.73104473002936,9.292348807954287,0.10103952923879322,0.08007113546950975
