Country,Year,Quarter,Month,WeekCode,Week,I7498_6,I7498_7,I7498_8,I7498_9,I7498_10,I7498_11,I7498_12,I7498_13,I7498_14,I7498_15,I7498_16,I7498_17
India,"Calendar Year (Jan - Dec), 2008","October - December, 2008","November, 2008",200847.0,"Week 47, 2008",645632.18,4908.1977,224258.09,874798.4677,-61505.71,-61502.98,24589.59,23075.2,1514.39,1226826.9077,9787.49,324899.8
India,"Calendar Year (Jan - Dec), 2008","October - December, 2008","November, 2008",200848.0,"Week 48, 2008",642241.22,5165.7877,246439.41,893846.4177,-36167.17,-36125.87,23841.23,22366.1,1475.13,1230173.2577,9787.49,333788.37
India,"Calendar Year (Jan - Dec), 2008","October - December, 2008","December, 2008",200849.0,"Week 49, 2008",647990.54,4770.1577,218802.13,871562.8277,-43873.08,-44012.62,7409.15,6028.5,1380.65,1217548.0777,9787.49,319308.8
India,"Calendar Year (Jan - Dec), 2008","October - December, 2008","December, 2008",200850.0,"Week 50, 2008",653648.2,5041.5677,231552.41,890242.1777,-26268.97,-26550.14,9986.03,8605.38,1380.65,1216601.6577,9787.49,319864.01
India,"Calendar Year (Jan - Dec), 2008","October - December, 2008","December, 2008",200851.0,"Week 51, 2008",651420.51,12463.2885,222560.9,886444.6985,-31632.14,-31895.37,13014.46,11633.81,1380.65,1194059.5685,9841.49,298838.67
India,"Calendar Year (Jan - Dec), 2008","October - December, 2008","December, 2008",200852.0,"Week 52, 2008",651086.05,4848.0585,232508.82,888442.9285,-35142.3,-35100.97,15615.83,13535.18,2080.65,1216621.8285,9841.49,318493.91
India,"Calendar Year (Jan - Dec), 2009","January - March, 2009","January, 2009",200901.0,"Week 01, 2009",648452.82,5631.9585,210473.91,864558.6885,-56449.98,-56467.52,9709.08,7308.43,2400.65,1243168.4785,9841.49,341710.37
India,"Calendar Year (Jan - Dec), 2009","January - March, 2009","January, 2009",200902.0,"Week 02, 2009",657497.46,5318.9185,236268.56,899084.9385,-18266.67,-18679.52,8346.2,5945.55,2400.65,1241664.1085,9841.49,342500.21
India,"Calendar Year (Jan - Dec), 2009","January - March, 2009","January, 2009",200903.0,"Week 03, 2009",662907.47,5197.8685,225419.53,893524.8685,-28136.89,-28495.14,11935.27,8934.62,3000.65,1225450.9385,9841.49,325565.92
India,"Calendar Year (Jan - Dec), 2009","January - March, 2009","January, 2009",200904.0,"Week 04, 2009",660087.13,5226.0585,206807.89,872121.0785,-49188.94,-49452.98,10625.73,6527.08,4098.65,1213308.2385,9841.49,312465.46
India,"Calendar Year (Jan - Dec), 2009","January - March, 2009","January, 2009",200905.0,"Week 05, 2009",659143.08,6547.1628,208747.55,874437.7928,-46952.07,-47690.0,10659.2,6260.55,4398.65,1214580.4328,9917.16,313766.92
India,"Calendar Year (Jan - Dec), 2009","January - March, 2009","February, 2009",200906.0,"Week 06, 2009",668436.56,4901.4828,212142.07,885480.1128,-35906.84,-35865.52,9205.41,3991.76,5213.65,1221890.3328,9917.16,319625.93
India,"Calendar Year (Jan - Dec), 2009","January - March, 2009","February, 2009",200907.0,"Week 07, 2009",675958.15,6875.2828,212613.25,895446.6828,-29813.89,-29772.55,13451.01,7702.36,5748.65,1212690.3428,9917.16,310797.94
India,"Calendar Year (Jan - Dec), 2009","January - March, 2009","February, 2009",200908.0,"Week 08, 2009",676858.33,5402.5128,230123.1,912383.9428,-12488.41,-12447.11,13741.3,7092.65,6648.65,1239027.8728,9917.16,337813.99
India,"Calendar Year (Jan - Dec), 2009","January - March, 2009","February, 2009",200909.0,"Week 09, 2009",675227.64,5936.1328,206511.65,887675.4228,-39790.719,-39991.989,13953.78,7112.89,6840.89,1260413.2428,9984.36,356885.24
India,"Calendar Year (Jan - Dec), 2009","January - March, 2009","March, 2009",200910.0,"Week 10, 2009",684792.94,4942.4928,217936.81,907672.2428,-9617.91,-10639.38,10592.44,2889.55,7702.89,1268794.7828,9984.36,372081.43
India,"Calendar Year (Jan - Dec), 2009","January - March, 2009","March, 2009",200911.0,"Week 11, 2009",693981.69,6678.1028,213474.01,914133.8028,-3278.15,-3236.82,16095.22,7992.33,8102.89,1279968.9128,9984.36,388636.55
India,"Calendar Year (Jan - Dec), 2009","January - March, 2009","March, 2009",200912.0,"Week 12, 2009",692070.72,4821.3828,231530.67,928422.7728,13096.01,13137.3,23643.44,13809.55,9833.89,1270261.4628,9984.36,388562.49
India,"Calendar Year (Jan - Dec), 2009","January - March, 2009","March, 2009",200913.0,"Week 13, 2009",691112.36,4974.2139,251164.75,947251.3239,32845.21,33890.38,22861.81,11727.92,11133.89,1271707.7939,10054.39,390217.9
India,"Calendar Year (Jan - Dec), 2009","April - June, 2009","April, 2009",200914.0,"Week 14, 2009",691450.12,9290.7539,228721.53,929462.4039,13179.11,12256.43,20194.44,6554.55,13639.89,1280348.5639,10054.39,394314.1
India,"Calendar Year (Jan - Dec), 2009","April - June, 2009","April, 2009",200915.0,"Week 15, 2009",706008.63,10382.6839,193451.56,909842.8739,-8966.65,-10182.77,20348.36,6978.47,13369.89,1259950.9939,10054.39,371544.2
India,"Calendar Year (Jan - Dec), 2009","April - June, 2009","April, 2009",200916.0,"Week 16, 2009",714055.94,5456.7439,222749.91,942262.5939,31803.17,31844.49,14949.69,1979.55,12970.14,1252527.0139,10054.39,367071.64
India,"Calendar Year (Jan - Dec), 2009","April - June, 2009","April, 2009",200917.0,"Week 17, 2009",714422.43,9680.3639,236250.83,960353.6239,51149.68,50460.06,15947.79,2911.9,13035.89,1261210.3839,10120.67,378074.9
India,"Calendar Year (Jan - Dec), 2009","April - June, 2009","May, 2009",200918.0,"Week 18, 2009",716922.13,5475.2939,250601.86,972999.2839,72796.42,71736.92,14485.44,1839.55,12645.89,1260333.6239,10120.67,384736.86
India,"Calendar Year (Jan - Dec), 2009","April - June, 2009","May, 2009",200919.0,"Week 19, 2009",726061.0,6821.5439,207243.07,940125.6139,42489.54,43162.22,12788.59,10.0,12778.59,1256653.3739,10120.67,381926.58
India,"Calendar Year (Jan - Dec), 2009","April - June, 2009","May, 2009",200920.0,"Week 20, 2009",728833.49,4842.2139,226712.33,960388.0339,65747.89,65789.2,13102.89,58.0,13044.89,1255369.2039,10120.67,383952.63
India,"Calendar Year (Jan - Dec), 2009","April - June, 2009","May, 2009",200921.0,"Week 21, 2009",724621.18,4687.4702,228434.26,957742.9102,57274.54,57315.85,15354.82,2359.93,12994.89,1228039.5802,10211.6,353137.62
India,"Calendar Year (Jan - Dec), 2009","April - June, 2009","May, 2009",200922.0,"Week 22, 2009",719551.07,6252.6702,229423.41,955227.1502,61128.32,61169.65,13696.89,420.0,13276.89,1235711.1502,10211.6,365520.81
India,"Calendar Year (Jan - Dec), 2009","April - June, 2009","June, 2009",200923.0,"Week 23, 2009",723808.68,7254.0302,227907.46,958970.1702,60133.58,60174.91,14359.79,1719.24,12640.55,1225299.8902,10211.6,351034.67
India,"Calendar Year (Jan - Dec), 2009","April - June, 2009","June, 2009",200924.0,"Week 24, 2009",725336.8,4694.4702,237456.43,967487.7002,68873.92,68821.26,12940.55,420.0,12520.55,1245095.0802,10211.6,369633.43
India,"Calendar Year (Jan - Dec), 2009","April - June, 2009","June, 2009",200925.0,"Week 25, 2009",720844.67,9581.3902,218610.81,949036.8702,50434.51,50263.98,14554.55,1810.0,12744.55,1263359.7102,10308.17,389620.06
India,"Calendar Year (Jan - Dec), 2009","April - June, 2009","June, 2009",200926.0,"Week 26, 2009",714622.22,4963.1602,219711.45,939296.8302,43593.0,43634.33,11665.46,410.0,11255.46,1277460.5502,10308.17,403730.34
India,"Calendar Year (Jan - Dec), 2009","July - September, 2009","July, 2009",200927.0,"Week 27, 2009",712881.99,4328.2602,210200.99,927411.2402,24501.8,24261.34,12903.6,674.78,12228.82,1264309.1302,10308.17,384611.45
India,"Calendar Year (Jan - Dec), 2009","July - September, 2009","July, 2009",200928.0,"Week 28, 2009",716768.57,4208.7302,221427.78,942405.0802,40142.71,40184.03,12273.07,465.25,11807.82,1279346.3802,10308.17,399665.24
India,"Calendar Year (Jan - Dec), 2009","July - September, 2009","July, 2009",200929.0,"Week 29, 2009",714678.05,4020.5702,226218.11,944916.7302,41940.29,41981.62,12398.07,465.25,11932.82,1290372.4502,10308.17,410102.25
India,"Calendar Year (Jan - Dec), 2009","July - September, 2009","July, 2009",200930.0,"Week 30, 2009",708993.11,4755.6602,228582.63,942331.4002,39583.98,39543.33,11879.85,296.0,11583.85,1289808.3002,10308.17,409248.93
India,"Calendar Year (Jan - Dec), 2009","July - September, 2009","July, 2009",200931.0,"Week 31, 2009",703824.99,4215.6316,223209.32,931249.9416,27845.74,27887.09,11952.18,296.0,11656.18,1302953.3116,10416.48,421917.79
India,"Calendar Year (Jan - Dec), 2009","July - September, 2009","August, 2009",200932.0,"Week 32, 2009",713217.81,3936.7416,226989.39,944143.9416,43066.22,43107.52,11264.85,566.0,10698.85,1293157.7216,10416.48,413761.32
India,"Calendar Year (Jan - Dec), 2009","July - September, 2009","August, 2009",200933.0,"Week 33, 2009",714418.36,4763.4916,213247.3,932429.1516,6409.85,6439.52,10358.85,0.0,10358.85,1302826.4416,10416.48,397582.45
India,"Calendar Year (Jan - Dec), 2009","July - September, 2009","August, 2009",200934.0,"Week 34, 2009",710690.17,3849.6716,240877.16,955417.0016,30374.64,30249.87,9883.85,0.0,9883.85,1319584.3916,10416.48,414842.37
India,"Calendar Year (Jan - Dec), 2009","July - September, 2009","August, 2009",200935.0,"Week 35, 2009",706561.99,5405.3516,224104.04,936071.3816,10151.04,10102.32,10176.18,0.0,10176.18,1320950.4216,10504.44,415710.69
India,"Calendar Year (Jan - Dec), 2009","July - September, 2009","September, 2009",200936.0,"Week 36, 2009",710955.13,4034.5216,222726.62,937716.2716,4755.31,4547.73,9266.18,0.0,9266.18,1328480.4216,10504.44,415290.09
India,"Calendar Year (Jan - Dec), 2009","July - September, 2009","September, 2009",200937.0,"Week 37, 2009",716403.98,14960.1316,240450.99,971815.1016,41860.63,41259.72,9726.18,0.0,9726.18,1332623.3816,10504.44,422899.52
India,"Calendar Year (Jan - Dec), 2009","July - September, 2009","September, 2009",200938.0,"Week 38, 2009",719013.44,14229.5716,221606.55,954849.5616,27357.1,26387.95,8552.27,0.0,8552.27,1322876.2816,10504.44,414440.55
India,"Calendar Year (Jan - Dec), 2009","July - September, 2009","September, 2009",200939.0,"Week 39, 2009",721925.74,4037.6916,239290.49,965253.9216,35481.93,35295.82,10807.27,0.0,10807.27,1313480.4116,10609.96,405125.65
India,"Calendar Year (Jan - Dec), 2009","October - December, 2009","October, 2009",200940.0,"Week 40, 2009",721768.34,3707.9316,261165.3,986641.5716,54708.95,54750.28,12397.04,20.0,12377.04,1311673.7816,10609.96,402748.14
India,"Calendar Year (Jan - Dec), 2009","October - December, 2009","October, 2009",200941.0,"Week 41, 2009",729324.02,4399.4616,202117.15,935840.6316,5365.32,5406.65,8002.01,20.0,7982.01,1282675.2316,10609.96,370811.91
India,"Calendar Year (Jan - Dec), 2009","October - December, 2009","October, 2009",200942.0,"Week 42, 2009",744627.86,5938.9916,260301.46,1010868.3116,84733.08,85884.15,6657.21,20.0,6637.21,1290255.0416,10609.96,381386.97
India,"Calendar Year (Jan - Dec), 2009","October - December, 2009","October, 2009",200943.0,"Week 43, 2009",743692.74,3973.2256,222880.14,970546.1056,43722.15,43251.69,6510.71,20.0,6490.71,1297170.3656,10731.32,387588.45
India,"Calendar Year (Jan - Dec), 2009","October - December, 2009","October, 2009",200944.0,"Week 44, 2009",736715.27,3739.4156,256270.64,996725.3256,69738.92,69610.97,6054.01,20.0,6034.01,1304610.3656,10731.32,394409.28
India,"Calendar Year (Jan - Dec), 2009","October - December, 2009","November, 2009",200945.0,"Week 45, 2009",744388.57,4826.7456,233786.15,983001.4656,51208.77,51033.88,5060.61,20.0,5040.61,1309814.2256,10731.32,393813.45
India,"Calendar Year (Jan - Dec), 2009","October - December, 2009","November, 2009",200946.0,"Week 46, 2009",751301.42,3673.4956,240359.52,995334.4356,64829.26,64523.56,5166.01,0.0,5166.01,1305829.8356,10731.32,391221.96
India,"Calendar Year (Jan - Dec), 2009","October - December, 2009","November, 2009",200947.0,"Week 47, 2009",751559.39,4783.9599,246852.932,1003196.2819,72328.474,71300.574,5396.31,0.0,5396.31,1303153.5659,10827.88,388509.956
India,"Calendar Year (Jan - Dec), 2009","October - December, 2009","November, 2009",200948.0,"Week 48, 2009",752055.24,4754.7509,242779.55,999589.5409,67639.75,67722.08,5415.46,0.0,5415.46,1311853.3609,10827.88,396146.91
India,"Calendar Year (Jan - Dec), 2009","October - December, 2009","December, 2009",200949.0,"Week 49, 2009",758349.12,3659.4509,243201.7,1005210.2709,72122.06,72163.38,4993.96,0.0,4993.96,1299364.8909,10827.88,382098.53
India,"Calendar Year (Jan - Dec), 2009","October - December, 2009","December, 2009",200950.0,"Week 50, 2009",766104.96,3618.3209,234284.81,1004008.0909,71681.84,71723.17,4452.96,20.0,4432.96,1299197.5409,10827.88,382152.13
India,"Calendar Year (Jan - Dec), 2009","October - December, 2009","December, 2009",200951.0,"Week 51, 2009",767367.64,4955.8709,244746.42,1017069.9309,86909.85,86893.03,4881.26,163.0,4718.26,1298372.6109,10918.8,384012.6
India,"Calendar Year (Jan - Dec), 2009","October - December, 2009","December, 2009",200952.0,"Week 52, 2009",765505.56,3555.0009,262019.23,1031079.7909,101284.2,101240.88,4921.56,0.0,4921.56,1295424.4109,10918.8,381469.2
India,"Calendar Year (Jan - Dec), 2010","January - March, 2010","January, 2010",200953.0,"Week 53, 2009",761215.63,3712.7309,216080.42,981008.7809,45554.29,45595.61,6524.56,190.0,6334.56,1293060.7309,10918.8,375049.59
India,"Calendar Year (Jan - Dec), 2010","January - March, 2010","January, 2010",201001.0,"Week 01, 2010",770420.0,3848.4109,237383.49,1011651.9009,75792.35,75830.48,6365.56,390.0,5975.56,1274589.9809,10918.8,356014.8
India,"Calendar Year (Jan - Dec), 2010","January - March, 2010","January, 2010",201002.0,"Week 02, 2010",777450.12,3769.9509,244722.05,1025942.1209,91433.14,91399.53,5431.01,390.0,5041.01,1275109.4809,10918.8,356950.31
India,"Calendar Year (Jan - Dec), 2010","January - March, 2010","January, 2010",201003.0,"Week 03, 2010",775583.01,3591.3509,250178.08,1029352.4409,95135.28,95028.62,5527.01,0.0,5527.01,1278075.3909,10918.8,360304.02
India,"Calendar Year (Jan - Dec), 2010","January - March, 2010","January, 2010",201004.0,"Week 04, 2010",772675.43,4292.2109,248676.58,1025644.2209,90212.39,89475.96,5468.01,0.0,5468.01,1273613.4609,11053.7,354703.34
India,"Calendar Year (Jan - Dec), 2010","January - March, 2010","February, 2010",201005.0,"Week 05, 2010",778986.06,3492.5709,236075.04,1018553.6709,80042.79,79568.33,6214.01,0.0,6214.01,1268303.7209,11053.7,347060.55
India,"Calendar Year (Jan - Dec), 2010","January - March, 2010","February, 2010",201006.0,"Week 06, 2010",785680.98,3497.9909,263597.94,1052776.9109,117441.3,116740.66,4906.01,0.0,4906.01,1268182.7109,11053.7,348806.81
India,"Calendar Year (Jan - Dec), 2010","January - March, 2010","February, 2010",201007.0,"Week 07, 2010",786519.72,3527.0409,275758.63,1065805.3909,131559.7,131328.62,4899.01,270.0,4629.01,1266144.0009,11053.7,347851.03
India,"Calendar Year (Jan - Dec), 2010","January - March, 2010","February, 2010",201008.0,"Week 08, 2010",786207.82,3664.4309,296578.32,1086450.5709,151875.86,152788.2,4953.01,240.0,4713.01,1258180.6609,11167.56,339726.5
India,"Calendar Year (Jan - Dec), 2010","January - March, 2010","March, 2010",201009.0,"Week 09, 2010",794623.05,3625.9609,279400.28,1077649.2909,139318.97,139018.81,4761.01,95.0,4666.01,1247107.6209,11167.56,324705.89
India,"Calendar Year (Jan - Dec), 2010","January - March, 2010","March, 2010",201010.0,"Week 10, 2010",801751.82,3522.3709,295031.65,1100305.8409,162602.69,161603.17,5870.01,95.0,5775.01,1244391.1559,11167.56,323725.58
India,"Calendar Year (Jan - Dec), 2010","January - March, 2010","March, 2010",201011.0,"Week 11, 2010",802382.22,4250.9709,299410.0,1106043.1909,171672.04,171389.2,5372.01,35.0,5337.01,1238446.9009,11167.56,320615.34
India,"Calendar Year (Jan - Dec), 2010","January - March, 2010","March, 2010",201012.0,"Week 12, 2010",801492.5,5553.9909,298504.24,1105550.7309,170892.3,170376.06,4564.01,42.0,4522.01,1229947.4609,11269.69,311122.75
India,"Calendar Year (Jan - Dec), 2010","April - June, 2010","April, 2010",201013.0,"Week 13, 2010",798521.71,3947.2009,354883.32,1157352.2309,221924.5,221831.32,2497.01,1169.0,1328.01,1232145.2409,11269.69,310484.2
India,"Calendar Year (Jan - Dec), 2010","April - June, 2010","April, 2010",201014.0,"Week 14, 2010",815204.73,4129.9709,252952.11,1072286.8109,131526.72,128750.07,1328.01,0.0,1328.01,1216140.5309,11269.69,287978.14
India,"Calendar Year (Jan - Dec), 2010","April - June, 2010","April, 2010",201015.0,"Week 15, 2010",827268.68,3832.0109,302580.86,1133681.5509,197543.69,197425.61,1328.01,0.0,1328.01,1219849.2409,11269.69,296309.09
India,"Calendar Year (Jan - Dec), 2010","April - June, 2010","April, 2010",201016.0,"Week 16, 2010",829150.11,3591.5309,294715.04,1127456.6809,189715.62,189235.53,1328.01,0.0,1328.01,1218613.3909,11400.51,293600.84
India,"Calendar Year (Jan - Dec), 2010","April - June, 2010","April, 2010",201017.0,"Week 17, 2010",831603.29,3964.2709,330382.06,1165949.6209,229449.145,228836.685,1328.01,0.0,1328.01,1215677.5209,11400.51,291905.55
India,"Calendar Year (Jan - Dec), 2010","April - June, 2010","May, 2010",201018.0,"Week 18, 2010",844787.18,3667.0309,311959.71,1160413.9209,214461.48,213906.83,1328.01,0.0,1328.01,1229710.4109,11400.51,296486.49
India,"Calendar Year (Jan - Dec), 2010","April - June, 2010","May, 2010",201019.0,"Week 19, 2010",853857.92,3658.1309,311800.61,1169316.6609,223298.17,223339.49,1328.01,0.0,1328.01,1204653.6409,11400.51,271363.67
India,"Calendar Year (Jan - Dec), 2010","April - June, 2010","May, 2010",201020.0,"Week 20, 2010",855977.3,3792.7841,299597.21,1159367.2941,212485.01,212526.31,1328.01,0.0,1328.01,1250886.7841,11507.87,316840.38
India,"Calendar Year (Jan - Dec), 2010","April - June, 2010","May, 2010",201021.0,"Week 21, 2010",854189.16,3947.3741,328983.51,1187120.0441,242180.12,241963.87,1328.01,0.0,1328.01,1234287.2041,11507.87,302183.15
India,"Calendar Year (Jan - Dec), 2010","April - June, 2010","June, 2010",201022.0,"Week 22, 2010",857881.28,3611.6341,294734.02,1156226.9341,213813.19,213854.51,1463.01,135.0,1328.01,1237364.4241,11507.87,307921.55
India,"Calendar Year (Jan - Dec), 2010","April - June, 2010","June, 2010",201023.0,"Week 23, 2010",864269.42,3693.4841,320873.84,1188836.7441,244693.64,244734.97,4055.19,2641.68,1413.51,1248957.7141,11507.87,320377.66
India,"Calendar Year (Jan - Dec), 2010","April - June, 2010","June, 2010",201024.0,"Week 24, 2010",864450.17,3078.3741,303256.78,1170785.3241,227381.93,227388.24,3347.79,1869.68,1478.11,1246564.8441,11624.66,318133.9
India,"Calendar Year (Jan - Dec), 2010","April - June, 2010","June, 2010",201025.0,"Week 25, 2010",858454.07,2953.5141,326444.17,1187851.7541,244789.52,244751.35,3851.42,2373.31,1478.11,1261305.2541,11624.66,333719.09
India,"Calendar Year (Jan - Dec), 2010","July - September, 2010","July, 2010",201026.0,"Week 26, 2010",854172.7,3671.3841,310675.18,1168519.2641,223243.85,223285.19,3773.0,2197.77,1575.23,1270792.6441,11624.66,340914.88
India,"Calendar Year (Jan - Dec), 2010","July - September, 2010","July, 2010",201027.0,"Week 27, 2010",861653.82,3580.4441,312422.73,1177656.9941,232452.17,232493.51,4280.0,2704.77,1575.23,1277884.8441,11624.66,348584.67
India,"Calendar Year (Jan - Dec), 2010","July - September, 2010","July, 2010",201028.0,"Week 28, 2010",861932.62,3545.5241,307768.14,1173246.2841,226718.87,226760.19,4332.0,2756.77,1575.23,1290427.4941,11624.66,359856.74
India,"Calendar Year (Jan - Dec), 2010","July - September, 2010","July, 2010",201029.0,"Week 29, 2010",855612.1,3334.5241,334537.1,1193483.7241,247743.74,247785.05,4846.72,3271.49,1575.23,1300421.4141,11624.66,371152.83
India,"Calendar Year (Jan - Dec), 2010","July - September, 2010","July, 2010",201030.0,"Week 30, 2010",847977.42,4440.5841,318372.94,1170790.9441,222634.68,222676.03,3366.57,2041.19,1325.38,1291937.0841,11761.26,358908.64
India,"Calendar Year (Jan - Dec), 2010","July - September, 2010","August, 2010",201031.0,"Week 31, 2010",853480.99,4443.9241,313879.56,1171804.4741,221836.83,221878.16,2605.36,1279.98,1325.38,1292185.3541,11761.26,356584.32
India,"Calendar Year (Jan - Dec), 2010","July - September, 2010","August, 2010",201032.0,"Week 32, 2010",858573.24,4198.5441,313419.95,1176191.7341,209122.72,209164.03,2457.36,1131.98,1325.38,1285912.9641,11761.26,333062.59
India,"Calendar Year (Jan - Dec), 2010","July - September, 2010","August, 2010",201033.0,"Week 33, 2010",858986.97,4188.4441,329282.47,1192457.8841,225603.17,225447.45,2453.12,1127.74,1325.38,1284880.8841,11761.26,332240.56
India,"Calendar Year (Jan - Dec), 2010","July - September, 2010","August, 2010",201034.0,"Week 34, 2010",856866.72,3980.4841,314920.72,1175767.9241,207611.02,207291.29,2220.14,894.76,1325.38,1293374.8141,11886.29,339324.33
India,"Calendar Year (Jan - Dec), 2010","July - September, 2010","September, 2010",201035.0,"Week 35, 2010",857226.26,3989.2741,314189.95,1175405.4841,205521.37,205491.36,2263.38,938.0,1325.38,1301228.0041,11886.29,345493.54
India,"Calendar Year (Jan - Dec), 2010","July - September, 2010","September, 2010",201036.0,"Week 36, 2010",868794.08,3849.7241,336350.6,1208994.4041,242092.51,242212.61,2202.38,877.0,1325.38,1294588.7941,11886.29,341775.55
India,"Calendar Year (Jan - Dec), 2010","July - September, 2010","September, 2010",201037.0,"Week 37, 2010",867752.52,4502.5541,308670.75,1180925.8241,215594.71,215292.3,2426.68,1101.3,1325.38,1293989.7141,11886.29,342971.55
India,"Calendar Year (Jan - Dec), 2010","July - September, 2010","September, 2010",201038.0,"Week 38, 2010",860683.91,4030.4841,309737.79,1174452.1841,206760.72,206802.05,3670.98,2345.6,1325.38,1299986.7441,12000.34,347966.61
India,"Calendar Year (Jan - Dec), 2010","October - December, 2010","October, 2010",201039.0,"Week 39, 2010",853316.99,4200.1041,341563.09,1199080.1841,228393.92,228319.5,7086.5,5761.12,1325.38,1284012.5141,12000.34,332413.09
India,"Calendar Year (Jan - Dec), 2010","October - December, 2010","October, 2010",201040.0,"Week 40, 2010",866034.49,4619.3741,293744.52,1164398.3841,194701.71,193452.24,3919.98,2594.6,1325.38,1283080.8041,12000.34,329304.44
India,"Calendar Year (Jan - Dec), 2010","October - December, 2010","October, 2010",201041.0,"Week 41, 2010",878107.82,3951.7841,345110.63,1227170.2341,260744.46,259080.3,5494.88,4017.5,1477.38,1276250.9941,12000.34,327320.42
India,"Calendar Year (Jan - Dec), 2010","October - December, 2010","October, 2010",201042.0,"Week 42, 2010",876679.77,3971.6741,292982.28,1173633.7241,205650.58,203643.05,5630.88,4153.5,1477.38,1283421.3341,12152.27,333221.34
India,"Calendar Year (Jan - Dec), 2010","October - December, 2010","October, 2010",201043.0,"Week 43, 2010",874043.21,4642.4241,368272.33,1246957.9641,279014.03,277616.6,7214.44,5642.06,1572.38,1296150.6941,12152.27,347573.46
India,"Calendar Year (Jan - Dec), 2010","October - December, 2010","November, 2010",201044.0,"Week 44, 2010",898484.55,4255.4841,330026.69,1232766.7241,263241.03,261591.68,5508.99,3936.61,1572.38,1299944.4341,12152.27,348080.01
India,"Calendar Year (Jan - Dec), 2010","October - December, 2010","November, 2010",201045.0,"Week 45, 2010",909073.69,3784.0241,351478.04,1264335.7541,291559.77,289660.61,7379.99,5807.61,1572.38,1300632.8641,12152.27,347389.12
India,"Calendar Year (Jan - Dec), 2010","October - December, 2010","November, 2010",201046.0,"Week 46, 2010",909228.93,3535.6941,319110.04,1231874.6641,259513.33,258094.88,6084.99,4512.61,1572.38,1315913.2641,12253.71,361890.61
India,"Calendar Year (Jan - Dec), 2010","October - December, 2010","November, 2010",201047.0,"Week 47, 2010",901541.6,5074.7941,329974.36,1236590.7541,264491.29,263290.26,6278.24,4652.61,1625.63,1310918.9841,12253.71,357351.46
India,"Calendar Year (Jan - Dec), 2010","October - December, 2010","December, 2010",201048.0,"Week 48, 2010",903307.23,4259.1341,321570.07,1229136.4341,256017.63,256058.98,5082.239,3456.61,1625.629,1307919.1946,12253.71,352136.36
India,"Calendar Year (Jan - Dec), 2010","October - December, 2010","December, 2010",201049.0,"Week 49, 2010",912071.94,3923.1041,337909.26,1253904.3041,282396.02,282437.33,5426.239,3800.61,1625.629,1306969.7941,12253.71,353141.46
India,"Calendar Year (Jan - Dec), 2010","October - December, 2010","December, 2010",201050.0,"Week 50, 2010",913202.12,3343.9542,326439.26,1242985.3342,270795.12,270929.69,5916.139,4290.51,1625.629,1307848.9742,12253.71,353828.63
India,"Calendar Year (Jan - Dec), 2010","October - December, 2010","December, 2010",201051.0,"Week 51, 2010",910426.17,2974.7842,337638.81,1251039.7642,277241.64,277183.02,5993.139,4367.51,1625.629,1305662.7142,12253.71,350111.46
India,"Calendar Year (Jan - Dec), 2010","October - December, 2010","December, 2010",201052.0,"Week 52, 2010",906972.47,3570.9642,331260.4,1241803.8342,263952.48,263993.84,6703.139,5077.51,1625.629,1301870.1642,12373.42,343095.38
India,"Calendar Year (Jan - Dec), 2011","January - March, 2011","January, 2011",201101.0,"Week 01, 2011",916432.31,3080.8542,330292.92,1249806.0842,271509.11,271550.46,5342.14,3963.51,1378.63,1302114.7942,12373.42,341533.37
India,"Calendar Year (Jan - Dec), 2011","January - March, 2011","January, 2011",201102.0,"Week 02, 2011",926816.96,2909.2142,326981.9,1256708.0742,279284.13,278866.99,4742.14,3363.51,1378.63,1315239.3942,12373.42,354930.98
India,"Calendar Year (Jan - Dec), 2011","January - March, 2011","January, 2011",201103.0,"Week 03, 2011",926883.28,13059.19,347437.16,1287379.63,310720.31,309908.81,6617.14,5238.51,1378.63,1333661.04,12373.42,375992.29
India,"Calendar Year (Jan - Dec), 2011","January - March, 2011","January, 2011",201104.0,"Week 04, 2011",924992.49,13329.8574,309020.03,1247342.3774,269301.62,268592.98,5793.19,4467.81,1325.38,1333506.9274,12478.62,373737.96
India,"Calendar Year (Jan - Dec), 2011","January - March, 2011","February, 2011",201105.0,"Week 05, 2011",929880.74,3034.8574,335097.64,1268013.2374,287815.07,286781.66,5612.19,4286.81,1325.38,1334483.7574,12478.62,372376.41
India,"Calendar Year (Jan - Dec), 2011","January - March, 2011","February, 2011",201106.0,"Week 06, 2011",941887.42,3086.1474,332628.53,1277602.0974,299431.43,297487.35,4683.19,3112.81,1570.38,1334491.2174,12478.62,373482.36
India,"Calendar Year (Jan - Dec), 2011","January - March, 2011","February, 2011",201107.0,"Week 07, 2011",945802.86,3173.9774,344934.93,1293911.7674,316425.12,315150.81,5002.19,3431.81,1570.38,1327646.6474,12478.62,367640.79
India,"Calendar Year (Jan - Dec), 2011","January - March, 2011","February, 2011",201108.0,"Week 08, 2011",941369.95,3581.8574,334568.33,1279520.1374,300211.07,299053.38,4996.19,3425.81,1570.38,1333268.5274,12585.86,371541.5
India,"Calendar Year (Jan - Dec), 2011","January - March, 2011","March, 2011",201109.0,"Week 09, 2011",946256.49,3125.4974,340890.39,1290272.3774,309525.38,307534.14,6025.19,4454.81,1570.38,1329215.5874,12585.86,367079.65
