Country,Year,Month,CalendarDay,I7494_5,I7494_6,I7494_7
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-09,375460.164036,99.8593480224,375989.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-10,375460.164036,99.8593480224,375989.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-11,377961.132075,100.5245185564,375989.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-12,377051.427593,100.2825687967,375989.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-13,380038.790392,101.0771034238,375989.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-14,378941.8855,100.7853648644,375989.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-15,379652.112707,100.9742606052,375989.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-16,378589.0,100.691509592,375989.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-17,378589.0,100.691509592,375989.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-18,378364.488353,100.6317973007,375989.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-19,382716.0,101.7891480868,375989.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-20,387725.0,103.1213679124,375989.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-21,382526.0,101.7386146935,375989.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-22,380802.0,101.2800906409,375989.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-23,380837.149092,100.5542483437,378738.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-24,380837.149092,100.5542483437,378738.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-25,375931.145281,99.2588927652,378738.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-26,375931.145281,99.2588927652,378738.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-27,382924.490704,101.1053791022,378738.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-28,388057.099888,102.4605663778,378738.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-29,383236.567487,101.1877782232,378738.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-30,387839.937278,102.4032278984,378738.0
India,"Calendar Year (Jan - Dec), 2016","January, 2016",2016-01-31,387839.937278,102.4032278984,378738.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-01,385603.861081,101.8128260383,378738.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-02,379607.481102,100.2295732411,378738.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-03,380107.778731,100.3616692096,378738.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-04,378838.854919,100.0266292052,378738.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-05,389812.418264,102.9240314582,378738.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-06,380608.694675,100.4727058046,378818.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-07,380608.694675,100.4727058046,378818.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-08,383977.931388,101.3621135712,378818.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-09,383486.30462,101.2323344244,378818.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-10,379941.018103,100.2964532052,378818.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-11,374596.926295,98.885725149,378818.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-12,379742.166031,100.2439604324,378818.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-13,379742.166031,100.2439604324,378818.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-14,379742.166031,100.2439604324,378818.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-15,380228.846805,100.3724339406,378818.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-16,377731.098615,99.7130808502,378818.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-17,382548.421917,100.9847530785,378818.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-18,398164.253785,105.1070048902,378818.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-19,387157.844732,102.2015439425,378818.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-20,385984.056172,100.6876405178,383348.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-21,385984.056172,100.6876405178,383348.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-22,383531.939438,100.0479823654,383348.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-23,385272.888186,100.5021255324,383348.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-24,385781.280555,100.6347445546,383348.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-25,394670.474427,102.9535759746,383348.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-26,386309.641582,100.7725725925,383348.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-27,386309.641582,100.7725725925,383348.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-28,386309.641582,100.7725725925,383348.0
India,"Calendar Year (Jan - Dec), 2016","February, 2016",2016-02-29,387482.887921,101.078625145,383348.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-01,387486.126353,101.0794699211,383348.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-02,383214.651344,99.965214725,383348.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-03,383973.62466,100.1632001889,383348.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-04,390585.182033,101.8878882981,383348.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-05,393368.574845,102.7826093936,382719.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-06,393368.574845,102.7826093936,382719.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-07,386806.191451,101.0679353392,382719.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-08,383824.948999,100.2889715428,382719.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-09,386212.529661,100.9128184545,382719.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-10,389751.644785,101.8375478576,382719.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-11,385318.911999,100.6793266075,382719.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-12,385283.0,100.6699432221,382719.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-13,385283.0,100.6699432221,382719.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-14,382768.0,100.0128031271,382719.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-15,372642.0,97.366997719,382719.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-16,391566.0,102.311617662,382719.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-17,393702.0,102.8697294882,382719.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-18,387455.0,101.2374614273,382719.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-19,390366.879503,101.081560761,386190.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-20,390366.879503,101.081560761,386190.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-21,388873.456447,100.6948539442,386190.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-22,392212.841828,101.559554061,386190.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-23,402986.262025,104.34922241,386190.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-24,390410.93372,101.0929681556,386190.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-25,390683.478423,101.1635408537,386190.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-26,390683.478423,101.1635408537,386190.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-27,390683.478423,101.1635408537,386190.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-28,390222.548819,101.0441877881,386190.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-29,385241.37748,99.7543637795,386190.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-30,393327.515212,101.8481874756,386190.0
India,"Calendar Year (Jan - Dec), 2016","March, 2016",2016-03-31,473928.565751,122.719015446,386190.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-01,474664.138512,122.9094845832,386190.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-02,397891.7991,103.3901438501,384845.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-03,397891.7991,103.3901438501,384845.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-04,389152.923016,101.1193917073,384845.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-05,389731.29702,101.2696792267,384845.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-06,387152.013523,100.599465635,384845.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-07,396217.112161,102.9549850358,384845.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-08,385912.715341,100.2774403568,384845.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-09,385912.715341,100.2774403568,384845.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-10,385912.715341,100.2774403568,384845.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-11,395143.857849,102.6761054058,384845.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-12,388420.002124,100.9289459715,384845.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-13,400113.074024,103.9673307498,384845.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-14,400113.074024,103.9673307498,384845.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-15,389575.272661,101.229137097,384845.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-16,390261.209578,98.3104959538,396968.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-17,390261.209578,98.3104959538,396968.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-18,409301.387533,103.1068971638,396968.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-19,406542.326116,102.411863454,396968.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-20,403419.103819,101.6250941685,396968.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-21,402196.269895,101.3170507182,396968.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-22,404944.392875,102.0093289321,396968.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-23,404944.392875,102.0093289321,396968.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-24,404944.392875,102.0093289321,396968.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-25,403892.939686,101.7444579125,396968.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-26,401400.780194,101.1166593262,396968.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-27,403113.931399,101.5482183448,396968.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-28,401308.864255,101.0935048304,396968.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-29,398324.212567,100.3416427941,396968.0
India,"Calendar Year (Jan - Dec), 2016","April, 2016",2016-04-30,401667.573817,102.7390528974,390959.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-01,401667.573817,102.7390528974,390959.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-02,393115.316649,100.5515454687,390959.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-03,397572.801331,101.691686681,390959.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-04,394689.242902,100.9541263667,390959.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-05,394384.885567,100.8762774529,390959.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-06,393853.25879,100.7402972665,390959.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-07,382060.0,97.7238022401,390959.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-08,382060.0,97.7238022401,390959.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-09,389790.0,99.7009916641,390959.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-10,392740.0,100.4555464895,390959.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-11,392600.0,100.419737108,390959.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-12,410410.0,104.9752020033,390959.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-13,392590.0,100.417179295,390959.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-14,392590.0,100.2620261311,391564.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-15,392590.0,100.2620261311,391564.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-16,397410.0,101.4929870979,391564.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-17,391880.0,100.0807020053,391564.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-18,391410.0,99.9606705417,391564.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-19,386580.0,98.727155714,391564.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-20,403030.0,102.9282569388,391564.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-21,399170.0,101.942466621,391564.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-22,399170.0,101.942466621,391564.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-23,384110.0,98.0963520651,391564.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-24,397230.0,101.4470176012,391564.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-25,396980.0,101.383171078,391564.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-26,406630.0,103.8476468725,391564.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-27,383960.0,98.0580441511,391564.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-28,383961.0,98.6817959855,389090.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-29,383961.0,98.6817959855,389090.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-30,395789.0,101.7217096302,389090.0
India,"Calendar Year (Jan - Dec), 2016","May, 2016",2016-05-31,405483.0,104.2131640494,389090.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-01,405469.0,104.2095659102,389090.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-02,401950.0,103.3051479092,389090.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-03,391466.0,100.6106556324,389090.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-04,391344.22266,100.5793576448,389090.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-05,391344.22266,100.5793576448,389090.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-06,381198.706985,97.9718592061,389090.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-07,381715.220491,98.1046083145,389090.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-08,392072.777864,100.7666035786,389090.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-09,394941.0,101.5037651957,389090.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-10,386146.0,99.2433627181,389090.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-11,386155.302187,98.8828433483,390518.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-12,386155.302187,98.8828433483,390518.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-13,393795.26362,100.8392093629,390518.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-14,395988.839827,101.4009187354,390518.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-15,409032.81076,104.741090234,390518.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-16,397299.213167,101.7364662236,390518.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-17,392135.4916,100.4141913049,390518.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-18,393514.801924,100.7673914964,390518.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-19,393514.801924,100.7673914964,390518.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-20,394667.405494,101.0625388571,390518.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-21,387722.502277,99.2841564991,390518.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-22,393202.254957,100.68735755,390518.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-23,389643.411694,99.7760440476,390518.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-24,394076.213099,100.9111521361,390518.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-25,394076.213099,101.0040042903,390159.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-26,394076.213099,101.0040042903,390159.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-27,405790.343318,104.0064033684,390159.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-28,400580.0,102.6709623512,390159.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-29,396480.0,101.6201087249,390159.0
India,"Calendar Year (Jan - Dec), 2016","June, 2016",2016-06-30,403143.553073,103.3280157764,390159.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-01,407053.056736,104.3300440938,390159.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-02,393001.032591,100.7284293303,390159.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-03,393001.032591,100.7284293303,390159.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-04,385980.225928,98.9289561251,390159.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-05,390022.464689,99.965005213,390159.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-06,384363.9546,98.5146964699,390159.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-07,381297.645122,97.728783681,390159.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-08,388499.912813,99.5747663934,390159.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-09,388499.912813,99.1964480292,391647.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-10,388499.912813,99.1964480292,391647.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-11,393644.779472,100.5100969679,391647.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-12,397424.156576,101.4750927687,391647.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-13,391157.486993,99.8750116797,391647.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-14,393641.83727,100.5093457297,391647.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-15,398224.527389,101.679453025,391647.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-16,396610.527029,101.2673471338,391647.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-17,396610.527029,101.2673471338,391647.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-18,388416.785155,99.1752228806,391647.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-19,397638.233272,101.5297533932,391647.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-20,405491.303408,103.5348932605,391647.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-21,397180.767829,101.4129478405,391647.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-22,386783.190307,98.7581138901,391647.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-23,386783.190307,98.1556169904,394051.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-24,386783.190307,98.1556169904,394051.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-25,394888.537567,100.2125454743,394051.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-26,393767.678088,99.9281001921,394051.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-27,391545.532626,99.3641768771,394051.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-28,410951.51848,104.2889165311,394051.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-29,402575.49629,102.1632977178,394051.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-30,403746.333117,102.4604259644,394051.0
India,"Calendar Year (Jan - Dec), 2016","July, 2016",2016-07-31,403746.333117,102.4604259644,394051.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-01,396271.135185,100.5634131584,394051.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-02,399370.0,101.3498252764,394051.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-03,393048.457934,99.7455806314,394051.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-04,394659.588013,100.1544439712,394051.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-05,400628.272956,101.6691425617,394051.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-06,387970.0,98.5816359719,393552.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-07,387970.0,98.5816359719,393552.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-08,394211.238942,100.1675099966,393552.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-09,390950.038644,99.3388519545,393552.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-10,404285.552487,102.727353053,393552.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-11,403321.723846,102.4824480236,393552.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-12,390930.805143,99.3339647983,393552.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-13,390930.805143,99.3339647983,393552.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-14,390930.805143,99.3339647983,393552.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-15,390930.805143,99.3339647983,393552.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-16,417910.0,106.1892710493,393552.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-17,414220.0,105.2516567061,393552.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-18,400334.382032,101.7233763345,393552.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-19,388837.867699,98.802157707,393552.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-20,395349.159895,99.3075110385,398106.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-21,395349.159895,99.3075110385,398106.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-22,395618.86979,99.3752593003,398106.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-23,392669.846613,98.6344959918,398106.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-24,399160.0,100.2647536083,398106.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-25,398810.0,100.1768373247,398106.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-26,396930.0,99.7046012871,398106.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-27,396930.0,99.7046012871,398106.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-28,396930.0,99.7046012871,398106.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-29,400613.963795,100.629973875,398106.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-30,413180.0,103.7864287401,398106.0
India,"Calendar Year (Jan - Dec), 2016","August, 2016",2016-08-31,418113.442871,105.0256572046,398106.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-01,411761.54938,103.4301290058,398106.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-02,416430.0,104.6027942307,398106.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-03,419569.755618,105.6715020534,397051.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-04,419569.755618,105.6715020534,397051.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-05,416640.0,104.9336231366,397051.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-06,397351.987492,100.0758057509,397051.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-07,404846.97253,101.9634688063,397051.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-08,395687.096018,99.656491488,397051.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-09,388479.245819,97.8411452985,397051.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-10,388479.245819,97.8411452985,397051.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-11,388479.245819,97.8411452985,397051.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-12,399849.633239,100.7048548521,397051.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-13,399868.763521,100.709672944,397051.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-14,395950.0,99.7227056474,397051.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-15,404475.296099,101.8698595644,397051.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-16,392690.0,98.9016524326,397051.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-17,400628.446797,99.5330395413,402508.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-18,400628.446797,99.5330395413,402508.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-19,407509.303028,101.2425350622,402508.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-20,410111.040577,101.8889166369,402508.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-21,407349.972217,101.2029505543,402508.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-22,399719.768888,99.3072855417,402508.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-23,402448.728373,99.9852744226,402508.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-24,402448.728373,99.9852744226,402508.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-25,402448.728373,99.9852744226,402508.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-26,403371.690848,100.2145773123,402508.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-27,414550.0,102.991741779,402508.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-28,424252.993754,105.4023755438,402508.0
India,"Calendar Year (Jan - Dec), 2016","September, 2016",2016-09-29,413320.0,102.6861577907,402508.0
