Country,Year,Month,CalendarDay,I7494_5,I7494_6,I7494_7
India,"Calendar Year (Jan - Dec), 2006","July, 2006",2006-07-22,119258.08,100.1789911378,119045.0
India,"Calendar Year (Jan - Dec), 2006","July, 2006",2006-07-23,119258.08,100.1789911378,119045.0
India,"Calendar Year (Jan - Dec), 2006","July, 2006",2006-07-24,127281.07,106.9184510059,119045.0
India,"Calendar Year (Jan - Dec), 2006","July, 2006",2006-07-25,121575.52,102.125683565,119045.0
India,"Calendar Year (Jan - Dec), 2006","July, 2006",2006-07-26,119467.57,100.3549666093,119045.0
India,"Calendar Year (Jan - Dec), 2006","July, 2006",2006-07-27,120262.59,101.0227981016,119045.0
India,"Calendar Year (Jan - Dec), 2006","July, 2006",2006-07-28,119543.95,100.4191272208,119045.0
India,"Calendar Year (Jan - Dec), 2006","July, 2006",2006-07-29,120951.39,101.6014028309,119045.0
India,"Calendar Year (Jan - Dec), 2006","July, 2006",2006-07-30,120951.39,101.6014028309,119045.0
India,"Calendar Year (Jan - Dec), 2006","July, 2006",2006-07-31,119165.29,100.101045823,119045.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-01,114825.95,96.4559200302,119045.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-02,117376.29,98.5982527616,119045.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-03,118997.67,99.9602419253,119045.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-04,119934.53,100.7472216389,119045.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-05,121622.29,102.6582343656,118473.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-06,121622.29,102.6582343656,118473.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-07,121919.78,102.9093379926,118473.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-08,121760.27,102.7746997206,118473.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-09,115716.16,97.6730225452,118473.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-10,113625.69,95.9085107999,118473.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-11,117860.93,99.4833675183,118473.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-12,94264.67,79.5663737729,118473.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-13,94264.67,79.5663737729,118473.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-14,124773.52,105.3181062352,118473.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-15,124773.52,105.3181062352,118473.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-16,118660.51,100.158272349,118473.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-17,116061.08,97.9641606104,118473.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-18,122175.02,103.1247794856,118473.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-19,124297.37,102.9701852343,120712.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-20,124297.37,102.9701852343,120712.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-21,123377.09,102.2078086686,120712.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-22,119954.99,99.3728792498,120712.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-23,118809.37,98.42382696,120712.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-24,119951.58,99.3700543442,120712.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-25,126169.62,104.5211909338,120712.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-26,128478.75,106.4341159123,120712.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-27,128478.75,106.4341159123,120712.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-28,121598.91,100.7347322553,120712.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-29,121094.93,100.317226125,120712.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-30,115970.5,96.0720558022,120712.0
India,"Calendar Year (Jan - Dec), 2006","August, 2006",2006-08-31,117841.4,97.6219431374,120712.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-01,123126.95,102.0005881768,120712.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-02,124544.61,102.5683214468,121426.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-03,124540.61,102.5650272594,121426.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-04,126739.6,104.3759985506,121426.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-05,127878.04,105.3135572283,121426.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-06,127496.02,104.99894586,121426.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-07,124316.1,102.3801327558,121426.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-08,121669.65,100.2006571904,121426.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-09,118702.26,97.7568724985,121426.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-10,118343.25,97.4612109433,121426.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-11,120314.73,99.0848170902,121426.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-12,121345.98,99.9340997809,121426.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-13,121101.55,99.732800224,121426.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-14,119171.35,98.1431900911,121426.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-15,133571.64,110.0025035824,121426.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-16,132092.01,108.1241333584,122167.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-17,132092.01,108.1241333584,122167.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-18,134258.43,109.8974600342,122167.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-19,129519.76,106.0186138646,122167.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-20,126462.3,103.5159249224,122167.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-21,121362.69,99.3416307186,122167.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-22,120164.25,98.3606456735,122167.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-23,121440.54,99.4053549649,122167.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-24,121440.54,99.4053549649,122167.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-25,122291.0,100.1015004052,122167.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-26,121578.71,99.5184542471,122167.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-27,118886.5,97.3147412967,122167.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-28,118974.8,97.3870194079,122167.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-29,140098.72,114.6780390777,122167.0
India,"Calendar Year (Jan - Dec), 2006","September, 2006",2006-09-30,142694.53,116.0052110855,123007.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-01,142694.53,116.0052110855,123007.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-02,142694.53,116.0052110855,123007.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-03,129512.88,105.2890323315,123007.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-04,122714.45,99.7621680067,123007.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-05,119695.44,97.3078280098,123007.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-06,119701.04,97.3123805962,123007.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-07,118145.98,96.0481761201,123007.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-08,118145.98,96.0481761201,123007.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-09,113105.3,91.9502955116,123007.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-10,116468.58,94.6845138895,123007.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-11,116518.79,94.7253327046,123007.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-12,117404.26,95.4451860463,123007.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-13,124756.6,101.4223580772,123007.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-14,125646.0,99.9347798422,125728.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-15,125646.0,99.9347798422,125728.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-16,132319.51,105.2426746628,125728.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-17,129688.8,103.1502926953,125728.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-18,129898.86,103.3173676508,125728.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-19,130432.78,103.7420304149,125728.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-20,133449.28,106.1412573174,125728.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-21,133449.28,106.1412573174,125728.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-22,133449.28,106.1412573174,125728.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-23,129963.99,103.3691699542,125728.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-24,129846.67,103.2758574065,125728.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-25,132614.11,105.4769900102,125728.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-26,116048.77,92.3014523416,125728.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-27,121778.61,96.858782451,125728.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-28,122804.37,98.1995026228,125056.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-29,122804.37,98.1995026228,125056.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-30,132404.88,105.8764713408,125056.0
India,"Calendar Year (Jan - Dec), 2006","October, 2006",2006-10-31,131572.55,105.2109055143,125056.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-01,132610.42,106.0408297083,125056.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-02,132102.44,105.6346276868,125056.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-03,131368.51,105.0477466095,125056.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-04,132313.95,105.8037599156,125056.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-05,132313.95,105.8037599156,125056.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-06,123053.78,98.3989412743,125056.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-07,121695.06,97.3124520215,125056.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-08,116469.25,93.1336761131,125056.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-09,118585.06,94.8255661464,125056.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-10,115645.74,92.4751631269,125056.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-11,115304.33,92.397953378,124791.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-12,115304.33,92.397953378,124791.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-13,122641.53,98.2775440537,124791.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-14,126607.37,101.4555296456,124791.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-15,129722.72,103.9519837168,124791.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-16,132101.2,105.8579544999,124791.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-17,131754.03,105.5797533476,124791.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-18,133693.77,107.1341442893,124791.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-19,133693.77,107.1341442893,124791.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-20,130801.64,104.8165652972,124791.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-21,129228.35,103.55582534,124791.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-22,120453.82,96.5244448718,124791.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-23,122713.23,98.3350001202,124791.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-24,131296.99,105.213508987,124791.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-25,132381.24,105.148762103,125899.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-26,132381.24,105.148762103,125899.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-27,127440.06,101.2240446707,125899.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-28,134613.55,106.9218579973,125899.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-29,134395.28,106.7484888681,125899.0
India,"Calendar Year (Jan - Dec), 2006","November, 2006",2006-11-30,130309.94,103.5035544365,125899.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-01,126187.93,100.2294934829,125899.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-02,126957.68,100.840896274,125899.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-03,126957.68,100.840896274,125899.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-04,123971.99,98.4694000747,125899.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-05,119710.37,95.0844486453,125899.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-06,118859.3,94.408454396,125899.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-07,124931.7,99.2316857163,125899.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-08,128416.49,101.9996107991,125899.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-09,126484.19,99.6794020064,126891.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-10,126484.19,99.6794020064,126891.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-11,125745.63,99.0973591508,126891.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-12,127687.23,100.6274913114,126891.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-13,137371.11,108.2591436745,126891.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-14,137364.72,108.2541078563,126891.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-15,138372.27,109.0481358016,126891.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-16,135889.72,107.0916928703,126891.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-17,135889.72,107.0916928703,126891.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-18,120659.05,95.0887375779,126891.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-19,117721.93,92.7740580498,126891.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-20,121124.88,95.4558479325,126891.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-21,118330.14,93.2533749438,126891.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-22,126705.16,99.8535435925,126891.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-23,128997.9,95.4882192268,135093.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-24,128982.1,95.4765235801,135093.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-25,128982.1,95.4765235801,135093.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-26,135837.13,100.5508279482,135093.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-27,136535.03,101.0674350262,135093.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-28,148367.05,109.8258607034,135093.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-29,152517.86,112.8984181268,135093.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-30,154163.65,114.1166825816,135093.0
India,"Calendar Year (Jan - Dec), 2006","December, 2006",2006-12-31,154163.65,114.1166825816,135093.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-01,154526.04,114.3849348227,135093.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-02,135632.95,100.3996876226,135093.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-03,124376.69,92.0674572332,135093.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-04,119132.48,88.1855314487,135093.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-05,129715.7,96.0195568978,135093.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-06,131067.81,93.1819093119,140658.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-07,130921.73,93.0780545721,140658.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-08,149455.62,106.2546175831,140658.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-09,148857.1,105.8291032149,140658.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-10,145885.14,103.7162052638,140658.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-11,145692.98,103.5795902117,140658.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-12,145840.37,103.6843762886,140658.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-13,145809.72,103.6625858465,140658.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-14,145809.72,103.6625858465,140658.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-15,141122.81,100.330454009,140658.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-16,141788.53,100.8037438326,140658.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-17,138964.91,98.7963073554,140658.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-18,136461.49,97.0165152355,140658.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-19,138459.15,98.4367401783,140658.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-20,141199.31,98.8105655043,142899.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-21,141199.31,98.8105655043,142899.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-22,146200.8,102.3105829992,142899.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-23,146491.63,102.5141043674,142899.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-24,146052.96,102.2071253123,142899.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-25,151735.8,106.1839481032,142899.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-26,151735.8,106.1839481032,142899.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-27,150816.72,105.5407805513,142899.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-28,150816.72,105.5407805513,142899.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-29,140184.74,98.1005745317,142899.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-30,140204.09,98.1141155641,142899.0
India,"Calendar Year (Jan - Dec), 2007","January, 2007",2007-01-31,145792.31,102.0247237559,142899.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-01,146783.94,102.7186614322,142899.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-02,143398.03,100.3492186789,142899.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-03,145175.8,101.6452186577,142826.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-04,145175.8,101.6452186577,142826.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-05,150867.93,105.6305784661,142826.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-06,149345.77,104.5648341338,142826.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-07,152092.25,106.4877893381,142826.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-08,143155.48,100.2306862896,142826.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-09,144260.55,101.0044039601,142826.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-10,143025.63,100.1397714702,142826.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-11,143025.63,100.1397714702,142826.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-12,132630.26,92.8614257908,142826.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-13,138324.98,96.8485989946,142826.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-14,145363.81,101.7768543542,142826.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-15,154644.68,108.2748799238,142826.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-16,155398.23,108.8024799406,142826.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-17,153458.36,101.2098084736,151624.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-18,153458.36,101.2098084736,151624.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-19,158071.66,104.2524006754,151624.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-20,168030.1,110.8202527304,151624.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-21,163606.73,107.9029243392,151624.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-22,158701.39,104.667724107,151624.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-23,156682.22,103.3360285971,151624.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-24,157261.29,103.7179404316,151624.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-25,157261.29,103.7179404316,151624.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-26,145865.26,96.2019601119,151624.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-27,141393.17,93.2524996043,151624.0
India,"Calendar Year (Jan - Dec), 2007","February, 2007",2007-02-28,145507.48,95.9659948293,151624.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-01,143767.82,94.8186434865,151624.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-02,154320.91,101.7786827943,151624.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-03,156309.93,97.4160704492,160456.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-04,156309.93,97.4160704492,160456.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-05,174662.75,108.8539848931,160456.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-06,174445.48,108.7185770554,160456.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-07,169263.65,105.489137209,160456.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-08,167536.49,104.4127299696,160456.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-09,165987.17,103.447156853,160456.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-10,163417.43,101.845633694,160456.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-11,163417.43,101.845633694,160456.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-12,155980.53,97.2107805255,160456.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-13,155778.69,97.0849890313,160456.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-14,154590.63,96.344561749,160456.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-15,152981.14,95.3414892556,160456.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-16,165881.18,103.3811013611,160456.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-17,157002.96,96.283029976,163064.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-18,157002.96,96.283029976,163064.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-19,157152.23,96.3745707207,163064.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-20,170130.76,104.333733994,163064.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-21,174468.32,106.9937693176,163064.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-22,174004.05,106.7090528872,163064.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-23,177251.23,108.7004059756,163064.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-24,178615.95,109.5373289015,163064.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-25,178615.95,109.5373289015,163064.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-26,169745.88,104.097703969,163064.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-27,173398.22,106.337523917,163064.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-28,166009.67,101.8064502281,163064.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-29,151208.44,92.7295049796,163064.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-30,179210.83,109.902142717,163064.0
India,"Calendar Year (Jan - Dec), 2007","March, 2007",2007-03-31,181345.61,110.3854361959,164284.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-01,181345.61,110.3854361959,164284.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-02,186996.63,113.8252233936,164284.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-03,184831.06,112.5070365952,164284.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-04,170142.2,103.5658980789,164284.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-05,171157.83,104.1841140951,164284.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-06,171111.39,104.155845974,164284.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-07,170100.69,103.5406308588,164284.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-08,170100.69,103.5406308588,164284.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-09,158562.72,96.5174453994,164284.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-10,154904.97,94.2909656449,164284.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-11,158225.36,96.3120936914,164284.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-12,162631.51,98.9941260257,164284.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-13,153300.72,93.3144554552,164284.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-14,153300.72,86.5509197051,177122.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-15,153300.72,86.5509197051,177122.0
India,"Calendar Year (Jan - Dec), 2007","April, 2007",2007-04-16,174306.6,98.4104741365,177122.0
