Country,Year,Month,D6725_4,I6725_5,I6725_6,I6725_7,I6725_8,I6725_9,I6725_10,I6725_11,I6725_12,I6725_13,I6725_14,I6725_15,I6725_16,I6725_17,I6725_18,I6725_19,I6725_20,I6725_21
India,"Financial Year (Apr - Mar), 2003","December, 2003", 12-Dec-2003,770368.0,35507.0,734861.0,90094.0,4000.0,8616.0,1298.0,7319.0,77478.0,48007.0,29471.0,825310.0,,,,354.0,
India,"Financial Year (Apr - Mar), 2003","December, 2003", 26-Dec-2003,780572.0,36352.0,744220.0,89409.0,4103.0,8604.0,1314.0,7290.0,76702.0,47692.0,29010.0,834058.0,,,,429.0,
India,"Financial Year (Apr - Mar), 2003","January, 2004", 23-Jan-2004,795350.0,36686.0,758664.0,88214.0,4336.0,8570.0,1209.0,7361.0,75309.0,47200.0,28109.0,847348.0,,,,469.0,
India,"Financial Year (Apr - Mar), 2003","January, 2004", 9-Jan-2004,791989.0,36536.0,755453.0,89477.0,4378.0,8540.0,1257.0,7284.0,76558.0,47792.0,28766.0,845399.0,,,,469.0,
India,"Financial Year (Apr - Mar), 2003","February, 2004", 20-Feb-2004,810965.0,35268.0,775697.0,87774.0,4210.0,8641.0,1274.0,7366.0,74923.0,46837.0,28086.0,864262.0,,,,791.0,
India,"Financial Year (Apr - Mar), 2003","February, 2004", 6-Feb-2004,806180.0,36468.0,769711.0,88277.0,4349.0,8656.0,1241.0,7415.0,75272.0,47093.0,28179.0,858458.0,,,,469.0,
India,"Financial Year (Apr - Mar), 2003","March, 2004", 19-Mar-2004,835382.0,35961.0,799420.0,89049.0,3924.0,8652.0,1276.0,7376.0,76473.0,48586.0,27886.0,889703.0,,,,1234.0,
India,"Financial Year (Apr - Mar), 2003","March, 2004", 5-Mar-2004,819128.0,35858.0,783270.0,87425.0,4232.0,8622.0,1227.0,7395.0,74571.0,47091.0,27480.0,871487.0,,,,791.0,
India,"Financial Year (Apr - Mar), 2004","April, 2004", 16-Apr-2004,865221.0,38326.0,826895.0,88808.0,3208.0,9356.0,1934.0,7422.0,76244.0,48079.0,28165.0,916937.0,,,,1234.0,
India,"Financial Year (Apr - Mar), 2004","April, 2004", 30-Apr-2004,865080.0,42998.0,822083.0,87282.0,2946.0,9509.0,2029.0,7480.0,74826.0,47692.0,27134.0,909365.0,,,,,
India,"Financial Year (Apr - Mar), 2004","May, 2004", 14-May-2004,864397.0,42232.0,822165.0,87913.0,3162.0,9611.0,1916.0,7695.0,75139.0,47258.0,27881.0,910408.0,,,,330.0,
India,"Financial Year (Apr - Mar), 2004","May, 2004", 28-May-2004,864705.0,43512.0,821193.0,87030.0,2796.0,9713.0,2041.0,7672.0,74521.0,47408.0,27113.0,908553.0,,,,330.0,
India,"Financial Year (Apr - Mar), 2004","June, 2004", 11-Jun-2004,867234.0,43161.0,824073.0,86343.0,2808.0,9362.0,1589.0,7773.0,74173.0,47511.0,26662.0,910786.0,,,,370.0,
India,"Financial Year (Apr - Mar), 2004","June, 2004", 25-Jun-2004,877408.0,43061.0,834347.0,86609.0,3073.0,9614.0,1607.0,8008.0,73921.0,47354.0,26567.0,921325.0,,,,370.0,
India,"Financial Year (Apr - Mar), 2004","July, 2004", 23-Jul-2004,883279.0,42561.0,840718.0,86280.0,3215.0,9593.0,1700.0,7893.0,73472.0,46426.0,27045.0,927367.0,,,,370.0,
India,"Financial Year (Apr - Mar), 2004","July, 2004", 9-Jul-2004,882312.0,43457.0,838854.0,86939.0,3073.0,9533.0,1618.0,7916.0,74332.0,47065.0,27268.0,926164.0,,,,370.0,
India,"Financial Year (Apr - Mar), 2004","August, 2004", 20-Aug-2004,902970.0,39926.0,863043.0,86695.0,3642.0,9381.0,1576.0,7805.0,73673.0,45751.0,27922.0,950108.0,,,,370.0,
India,"Financial Year (Apr - Mar), 2004","August, 2004", 6-Aug-2004,892228.0,42442.0,849786.0,86200.0,3374.0,9462.0,1645.0,7817.0,73364.0,45992.0,27372.0,936355.0,,,,370.0,
India,"Financial Year (Apr - Mar), 2004","September, 2004", 17-Sep-2004,919250.0,38189.0,881060.0,85639.0,3474.0,9429.0,1619.0,7810.0,72736.0,44774.0,27962.0,966699.0,,,,,
India,"Financial Year (Apr - Mar), 2004","September, 2004", 3-Sep-2004,911439.0,39857.0,871583.0,86837.0,3784.0,9404.0,1592.0,7812.0,73650.0,45483.0,28166.0,958420.0,,,,,
India,"Financial Year (Apr - Mar), 2004","October, 2004", 1-Oct-2004,935905.0,38638.0,897267.0,85065.0,3540.0,9315.0,1600.0,7714.0,72211.0,44298.0,27913.0,982332.0,,,,,
India,"Financial Year (Apr - Mar), 2004","October, 2004", 15-Oct-2004,971018.0,35959.0,935058.0,85035.0,3368.0,9143.0,1461.0,7682.0,72523.0,45150.0,27373.0,1020094.0,,,,,
India,"Financial Year (Apr - Mar), 2004","October, 2004", 29-Oct-2004,988276.0,39712.0,948565.0,91915.0,3512.0,11853.0,1526.0,10327.0,76550.0,46137.0,30412.0,1040479.0,,,,,
India,"Financial Year (Apr - Mar), 2004","November, 2004", 12-Nov-2004,995517.0,41228.0,954289.0,93251.0,3982.0,12040.0,1707.0,10332.0,77230.0,45307.0,31923.0,1047540.0,,,,,
India,"Financial Year (Apr - Mar), 2004","November, 2004", 26-Nov-2004,1006309.0,42380.0,963929.0,92921.0,3824.0,12105.0,1793.0,10312.0,76991.0,44675.0,32316.0,1056850.0,,,,,
India,"Financial Year (Apr - Mar), 2004","December, 2004", 10-Dec-2004,1013366.0,43193.0,970173.0,91849.0,3811.0,11743.0,1707.0,10036.0,76295.0,43901.0,32394.0,1062022.0,,,,,
India,"Financial Year (Apr - Mar), 2004","December, 2004", 24-Dec-2004,1027009.0,43779.0,983229.0,91335.0,3796.0,11937.0,1600.0,10336.0,75602.0,43757.0,31845.0,1074564.0,,,,,
India,"Financial Year (Apr - Mar), 2004","January, 2005", 21-Jan-2005,1040940.0,41429.0,999512.0,89821.0,3703.0,11851.0,1708.0,10144.0,74267.0,42181.0,32086.0,1089933.0,,,,600.0,
India,"Financial Year (Apr - Mar), 2004","January, 2005", 7-Jan-2005,1037234.0,45059.0,992175.0,91332.0,3893.0,12000.0,1683.0,10318.0,75439.0,43824.0,31615.0,1083507.0,,,,,
India,"Financial Year (Apr - Mar), 2004","February, 2005", 18-Feb-2005,1056210.0,41482.0,1014728.0,87876.0,3357.0,11771.0,1684.0,10087.0,72747.0,40873.0,31874.0,1103203.0,,,,600.0,
India,"Financial Year (Apr - Mar), 2004","February, 2005", 4-Feb-2005,1050749.0,42948.0,1007801.0,89088.0,3249.0,11932.0,1724.0,10208.0,73907.0,41658.0,32249.0,1097489.0,,,,600.0,
India,"Financial Year (Apr - Mar), 2004","March, 2005", 18-Mar-2005,1092091.0,41121.0,1050970.0,93311.0,3901.0,11844.0,1598.0,10245.0,77566.0,45646.0,31920.0,1144881.0,,,,600.0,
India,"Financial Year (Apr - Mar), 2004","March, 2005", 4-Mar-2005,1069673.0,41440.0,1028233.0,88434.0,3336.0,11936.0,1675.0,10261.0,73162.0,40059.0,33103.0,1117267.0,,,,600.0,
India,"Financial Year (Apr - Mar), 2005","April, 2005", 15-Apr-2005,1132274.0,36847.0,1095428.0,93592.0,3787.0,11903.0,1764.0,10139.0,77902.0,46612.0,31290.0,1189020.0,,,,,
India,"Financial Year (Apr - Mar), 2005","April, 2005", 29-Apr-2005,1127433.0,41765.0,1085669.0,93604.0,3739.0,12030.0,1759.0,10271.0,77835.0,46886.0,30949.0,1179273.0,,,,,
India,"Financial Year (Apr - Mar), 2005","May, 2005", 13-May-2005,1137132.0,44371.0,1092760.0,93220.0,3721.0,12216.0,1780.0,10436.0,77283.0,47439.0,29844.0,1185981.0,,,,,
India,"Financial Year (Apr - Mar), 2005","May, 2005", 27-May-2005,1144051.0,45727.0,1098324.0,91914.0,3235.0,12492.0,1893.0,10599.0,76187.0,46914.0,29273.0,1190238.0,,,,,
India,"Financial Year (Apr - Mar), 2005","June, 2005", 10-Jun-2005,1150189.0,45749.0,1104441.0,90835.0,3083.0,12561.0,1960.0,10602.0,75191.0,46405.0,28786.0,1195276.0,,,,,
India,"Financial Year (Apr - Mar), 2005","June, 2005", 24-Jun-2005,1161387.0,44804.0,1116583.0,90177.0,3029.0,12489.0,1996.0,10493.0,74659.0,45715.0,28945.0,1207515.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2005","July, 2005", 22-Jul-2005,1179910.0,39657.0,1140252.0,90155.0,3828.0,12152.0,1874.0,10277.0,74174.0,45024.0,29151.0,1231162.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2005","July, 2005", 8-Jul-2005,1173221.0,44817.0,1128404.0,90487.0,3196.0,12358.0,1911.0,10447.0,74933.0,45663.0,29270.0,1219646.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2005","August, 2005", 19-Aug-2005,1200948.0,40327.0,1160621.0,87765.0,3674.0,12100.0,1809.0,10291.0,71991.0,43057.0,28933.0,1249141.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2005","August, 2005", 5-Aug-2005,1185456.0,40240.0,1145216.0,90881.0,3664.0,12266.0,1855.0,10410.0,74951.0,45060.0,29892.0,1236852.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2005","September, 2005", 16-Sep-2005,1223857.0,40248.0,1183609.0,87201.0,3751.0,12123.0,1717.0,10406.0,71328.0,41926.0,29402.0,1271565.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2005","September, 2005", 2-Sep-2005,1210750.0,40071.0,1170678.0,87039.0,3853.0,11978.0,1840.0,10138.0,71208.0,42175.0,29034.0,1258472.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2005","September, 2005", 30-Sep-2005,1256141.0,39549.0,1216591.0,82268.0,4090.0,11611.0,1653.0,9958.0,66567.0,38272.0,28295.0,1299614.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2005","October, 2005", 14-Oct-2005,1274268.0,37208.0,1237060.0,82268.0,4090.0,11611.0,1653.0,9958.0,66567.0,38272.0,28295.0,1320083.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2005","October, 2005", 28-Oct-2005,1284400.0,39805.0,1244595.0,82632.0,4286.0,11734.0,1695.0,10039.0,66612.0,37877.0,28735.0,1327982.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2005","November, 2005", 11-Nov-2005,1300232.0,41233.0,1258999.0,81671.0,4354.0,11878.0,1710.0,10169.0,65439.0,36529.0,28910.0,1341425.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2005","November, 2005", 25-Nov-2005,1305860.0,42455.0,1263405.0,80011.0,4077.0,11826.0,1726.0,10100.0,64108.0,35309.0,28798.0,1344171.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2005","December, 2005", 23-Dec-2005,1336098.0,41013.0,1295085.0,77200.0,3664.0,11641.0,1620.0,10022.0,61895.0,33896.0,27999.0,1373041.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2005","December, 2005", 9-Dec-2005,1320808.0,43599.0,1277209.0,79285.0,4227.0,11783.0,1653.0,10130.0,63274.0,34442.0,28832.0,1357249.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2005","January, 2006", 20-Jan-2006,1364508.0,38343.0,1326165.0,78836.0,3861.0,12261.0,1653.0,10608.0,62714.0,33800.0,28914.0,1405755.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2005","January, 2006", 6-Jan-2006,1356869.0,43099.0,1313770.0,78426.0,3900.0,12218.0,1647.0,10571.0,62308.0,33892.0,28416.0,1392951.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2005","February, 2006", 17-Feb-2006,1399040.0,40529.0,1358511.0,80881.0,3321.0,13486.0,1761.0,11725.0,64073.0,33416.0,30658.0,1440147.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2005","February, 2006", 3-Feb-2006,1382501.0,39952.0,1342549.0,79504.0,3562.0,13185.0,1772.0,11412.0,62757.0,33417.0,29340.0,1422808.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2005","March, 2006", 17-Mar-2006,1442591.0,41825.0,1400766.0,80497.0,3869.0,13195.0,1967.0,11229.0,63433.0,32912.0,30520.0,1482018.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2005","March, 2006", 3-Mar-2006,1419884.0,41448.0,1378436.0,79955.0,3312.0,13258.0,1928.0,11330.0,63386.0,32904.0,30482.0,1459147.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2005","March, 2006", 31-Mar-2006,1496474.0,40691.0,1455783.0,81072.0,4821.0,12802.0,1884.0,10918.0,63449.0,32574.0,30875.0,1537610.0,,,,755.0,
India,"Financial Year (Apr - Mar), 2006","April, 2006", 28-Apr-2006,1487171.0,37258.0,1449913.0,80176.0,4329.0,13897.0,1975.0,11923.0,61950.0,32463.0,29487.0,1530089.0,,,,,
India,"Financial Year (Apr - Mar), 2006","May, 2006", 12-May-2006,1487631.0,38474.0,1449157.0,80636.0,4760.0,14856.0,2073.0,12783.0,61020.0,32286.0,28734.0,1529793.0,,,,,
India,"Financial Year (Apr - Mar), 2006","May, 2006", 26-May-2006,1493115.0,39062.0,1454052.0,79422.0,4329.0,15660.0,2246.0,13414.0,59433.0,31592.0,27841.0,1533475.0,,,,,
India,"Financial Year (Apr - Mar), 2006","June, 2006", 23-Jun-2006,1523168.0,41298.0,1481870.0,81428.0,5860.0,16698.0,2346.0,14352.0,58870.0,31574.0,27296.0,1563298.0,,,,,
India,"Financial Year (Apr - Mar), 2006","June, 2006", 9-Jun-2006,1510567.0,40546.0,1470021.0,80364.0,3898.0,17162.0,2477.0,14685.0,59304.0,32166.0,27138.0,1550384.0,,,,,
India,"Financial Year (Apr - Mar), 2006","July, 2006", 21-Jul-2006,1549585.0,36056.0,1513529.0,80539.0,7051.0,16679.0,2294.0,14385.0,56810.0,30887.0,25922.0,1594068.0,,,,,
India,"Financial Year (Apr - Mar), 2006","July, 2006", 7-Jul-2006,1541990.0,37854.0,1504135.0,80399.0,6240.0,16786.0,2393.0,14393.0,57372.0,31030.0,26343.0,1584534.0,,,,,
India,"Financial Year (Apr - Mar), 2006","August, 2006", 18-Aug-2006,1576145.0,36535.0,1539611.0,79412.0,6752.0,16513.0,2200.0,14314.0,56147.0,30512.0,25635.0,1619023.0,,,,,
India,"Financial Year (Apr - Mar), 2006","August, 2006", 4-Aug-2006,1561418.0,36288.0,1525130.0,79304.0,6372.0,16725.0,2283.0,14442.0,56207.0,30461.0,25746.0,1604434.0,,,,,
India,"Financial Year (Apr - Mar), 2006","September, 2006", 1-Sep-2006,1592628.0,36529.0,1556100.0,78550.0,6362.0,16288.0,2122.0,14167.0,55900.0,30341.0,25560.0,1634650.0,,,,,
India,"Financial Year (Apr - Mar), 2006","September, 2006", 15-Sep-2006,1607518.0,36396.0,1571122.0,78308.0,6490.0,16359.0,2136.0,14223.0,55459.0,30097.0,25363.0,1649430.0,,,,,
India,"Financial Year (Apr - Mar), 2006","September, 2006", 29-Sep-2006,1654734.0,33458.0,1621276.0,78721.0,6370.0,16496.0,2140.0,14356.0,55855.0,29988.0,25867.0,1699997.0,,,,,
India,"Financial Year (Apr - Mar), 2006","October, 2006", 13-Oct-2006,1643720.0,33445.0,1610275.0,80642.0,7211.0,16107.0,2117.0,13990.0,57324.0,30627.0,26697.0,1690917.0,,,,,
India,"Financial Year (Apr - Mar), 2006","October, 2006", 27-Oct-2006,1655567.0,36633.0,1618934.0,80931.0,7083.0,16369.0,2123.0,14246.0,57478.0,30777.0,26701.0,1699865.0,,,,,
India,"Financial Year (Apr - Mar), 2006","November, 2006", 10-Nov-2006,1671093.0,37657.0,1633435.0,81721.0,8234.0,16187.0,2066.0,14121.0,57300.0,31302.0,25998.0,1715156.0,,,,,
India,"Financial Year (Apr - Mar), 2006","November, 2006", 24-Nov-2006,1683730.0,38680.0,1645050.0,81136.0,7856.0,16202.0,2061.0,14141.0,57078.0,31071.0,26007.0,1726186.0,,,,,
India,"Financial Year (Apr - Mar), 2006","December, 2006", 22-Dec-2006,1733679.0,41629.0,1692050.0,80785.0,7432.0,16781.0,2076.0,14705.0,56572.0,30881.0,25692.0,1772835.0,,,,,
India,"Financial Year (Apr - Mar), 2006","December, 2006", 8-Dec-2006,1709498.0,40366.0,1669132.0,82243.0,7986.0,16541.0,2092.0,14450.0,57716.0,31346.0,26370.0,1751375.0,,,,,
India,"Financial Year (Apr - Mar), 2006","January, 2007", 19-Jan-2007,1766491.0,41210.0,1725281.0,79949.0,6947.0,17007.0,2094.0,14913.0,55995.0,30157.0,25838.0,1805229.0,,,,,
India,"Financial Year (Apr - Mar), 2006","January, 2007", 5-Jan-2007,1757479.0,43083.0,1714396.0,80189.0,7275.0,17162.0,2186.0,14976.0,55753.0,30584.0,25168.0,1794585.0,,,,,
India,"Financial Year (Apr - Mar), 2006","February, 2007", 16-Feb-2007,1813325.0,43999.0,1769326.0,78291.0,6237.0,17640.0,2115.0,15525.0,54413.0,29508.0,24906.0,1847617.0,,,,,
India,"Financial Year (Apr - Mar), 2006","February, 2007", 2-Feb-2007,1796115.0,43503.0,1752612.0,78951.0,6527.0,17530.0,2140.0,15389.0,54895.0,29529.0,25366.0,1831564.0,,,,,
India,"Financial Year (Apr - Mar), 2006","March, 2007", 16-Mar-2007,1866956.0,45838.0,1821118.0,79899.0,6811.0,17500.0,2187.0,15314.0,55588.0,29296.0,26291.0,1901017.0,,,,,
India,"Financial Year (Apr - Mar), 2006","March, 2007", 2-Mar-2007,1846403.0,44990.0,1801413.0,79445.0,6717.0,17473.0,2134.0,15339.0,55255.0,29340.0,25915.0,1880858.0,,,,,
India,"Financial Year (Apr - Mar), 2006","March, 2007", 30-Mar-2007,1923192.0,46521.0,1876672.0,79663.0,7946.0,17691.0,2210.0,15480.0,54026.0,28085.0,25941.0,1956335.0,,,,,
India,"Financial Year (Apr - Mar), 2007","April, 2007", 13-Apr-2007,1906128.0,46354.0,1859774.0,81071.0,7997.0,18390.0,2059.0,16332.0,54683.0,27278.0,27405.0,1940845.0,,,,,
India,"Financial Year (Apr - Mar), 2007","April, 2007", 27-Apr-2007,1889557.0,49887.0,1839671.0,77776.0,7027.0,18021.0,1972.0,16049.0,52728.0,26661.0,26067.0,1917447.0,,,,,
India,"Financial Year (Apr - Mar), 2007","May, 2007", 11-May-2007,1891061.0,47404.0,1843657.0,76931.0,6869.0,18574.0,2177.0,16398.0,51488.0,25555.0,25933.0,1920588.0,,,,,
India,"Financial Year (Apr - Mar), 2007","May, 2007", 25-May-2007,1886520.0,44864.0,1841656.0,76119.0,7079.0,19048.0,1903.0,17145.0,49992.0,24848.0,25145.0,1917776.0,,,,,
India,"Financial Year (Apr - Mar), 2007","June, 2007", 22-Jun-2007,1895801.0,43956.0,1851845.0,76305.0,6446.0,19258.0,2007.0,17251.0,50601.0,24333.0,26268.0,1928150.0,,,,,
India,"Financial Year (Apr - Mar), 2007","June, 2007", 8-Jun-2007,1893616.0,43442.0,1850174.0,77807.0,7091.0,19328.0,1960.0,17368.0,51388.0,24891.0,26498.0,1927981.0,,,,,
India,"Financial Year (Apr - Mar), 2007","July, 2007", 20-Jul-2007,1914456.0,41296.0,1873160.0,76877.0,5829.0,21435.0,1973.0,19461.0,49613.0,23658.0,25955.0,1950037.0,,,,,
India,"Financial Year (Apr - Mar), 2007","July, 2007", 6-Jul-2007,1914527.0,44228.0,1870299.0,79249.0,7039.0,21474.0,2035.0,19439.0,50736.0,24704.0,26032.0,1949547.0,,,,,
India,"Financial Year (Apr - Mar), 2007","August, 2007", 17-Aug-2007,1938045.0,38359.0,1899686.0,75046.0,5330.0,20907.0,2110.0,18797.0,48809.0,23913.0,24896.0,1974732.0,,,,,
India,"Financial Year (Apr - Mar), 2007","August, 2007", 3-Aug-2007,1930103.0,41322.0,1888781.0,75554.0,5372.0,20539.0,2068.0,18471.0,49643.0,24085.0,25558.0,1964335.0,,,,,
India,"Financial Year (Apr - Mar), 2007","August, 2007", 31-Aug-2007,1960072.0,38490.0,1921582.0,75011.0,5152.0,20811.0,2099.0,18712.0,49048.0,23780.0,25268.0,1996593.0,,,,,
India,"Financial Year (Apr - Mar), 2007","September, 2007", 14-Sep-2007,1983821.0,38170.0,1945650.0,75349.0,5898.0,20536.0,2084.0,18452.0,48916.0,24302.0,24614.0,2020999.0,,,,,
India,"Financial Year (Apr - Mar), 2007","September, 2007", 28-Sep-2007,2025398.0,37008.0,1988390.0,76344.0,6970.0,20600.0,1984.0,18616.0,48774.0,24315.0,24459.0,2064734.0,,,,,
India,"Financial Year (Apr - Mar), 2007","October, 2007", 12-Oct-2007,2019175.0,37019.0,1982156.0,76464.0,6582.0,20350.0,1985.0,18364.0,49533.0,24867.0,24666.0,2058620.0,,,,,
India,"Financial Year (Apr - Mar), 2007","October, 2007", 26-Oct-2007,2025879.0,35866.0,1990012.0,77734.0,6754.0,20581.0,2011.0,18570.0,50399.0,25061.0,25338.0,2067746.0,,,,,
India,"Financial Year (Apr - Mar), 2007","November, 2007", 23-Nov-2007,2074893.0,37697.0,2037196.0,82566.0,9758.0,21643.0,2241.0,19402.0,51165.0,25609.0,25556.0,2119762.0,,,,,
India,"Financial Year (Apr - Mar), 2007","November, 2007", 9-Nov-2007,2064180.0,36721.0,2027459.0,79760.0,7284.0,20904.0,1988.0,18916.0,51572.0,25630.0,25942.0,2107219.0,,,,,
India,"Financial Year (Apr - Mar), 2007","December, 2007", 21-Dec-2007,2121765.0,40268.0,2081498.0,83604.0,7923.0,23652.0,2429.0,21223.0,52028.0,25755.0,26274.0,2165101.0,,,,,
India,"Financial Year (Apr - Mar), 2007","December, 2007", 7-Dec-2007,2091400.0,39209.0,2052191.0,81603.0,8807.0,21654.0,2263.0,19391.0,51143.0,25242.0,25901.0,2133794.0,,,,,
India,"Financial Year (Apr - Mar), 2007","January, 2008", 18-Jan-2008,2166847.0,39183.0,2127664.0,90148.0,11881.0,25358.0,2615.0,22744.0,52910.0,26170.0,26740.0,2217812.0,,,,,
India,"Financial Year (Apr - Mar), 2007","January, 2008", 4-Jan-2008,2146518.0,41283.0,2105235.0,88073.0,8815.0,26789.0,2429.0,24360.0,52469.0,25714.0,26755.0,2193308.0,,,,,
India,"Financial Year (Apr - Mar), 2007","February, 2008", 1-Feb-2008,2207312.0,41192.0,2166120.0,94013.0,12797.0,26747.0,2964.0,23783.0,54468.0,27013.0,27456.0,2260133.0,,,,,
India,"Financial Year (Apr - Mar), 2007","February, 2008", 15-Feb-2008,2209732.0,42818.0,2166913.0,94512.0,13237.0,27338.0,3250.0,24088.0,53936.0,27321.0,26616.0,2261425.0,,,,,
India,"Financial Year (Apr - Mar), 2007","February, 2008", 29-Feb-2008,2251213.0,44311.0,2206902.0,93534.0,12680.0,27026.0,3091.0,23936.0,53828.0,27548.0,26280.0,2300436.0,,,,,
India,"Financial Year (Apr - Mar), 2007","March, 2008", 14-Mar-2008,2272603.0,43505.0,2229098.0,93293.0,12371.0,26748.0,3008.0,23740.0,54174.0,27070.0,27104.0,2322391.0,,,,,
India,"Financial Year (Apr - Mar), 2007","March, 2008", 28-Mar-2008,2348493.0,44399.0,2304094.0,95375.0,13054.0,26399.0,3022.0,23376.0,55923.0,27482.0,28442.0,2399470.0,,,,,
India,"Financial Year (Apr - Mar), 2008","April, 2008", 11-Apr-2008,2341030.0,39129.0,2301900.0,93276.0,11991.0,26983.0,3264.0,23720.0,54301.0,26424.0,27877.0,2395176.0,,,,,
India,"Financial Year (Apr - Mar), 2008","April, 2008", 25-Apr-2008,2329066.0,41024.0,2288042.0,90865.0,10843.0,27086.0,3466.0,23619.0,52936.0,25775.0,27161.0,2378907.0,46965.0,26741.0,27537.0,,
India,"Financial Year (Apr - Mar), 2008","May, 2008", 09-May-2008,2346656.0,50042.0,2296614.0,89466.0,10928.0,26992.0,3714.0,23278.0,51546.0,25077.0,26469.0,2386080.0,59700.0,26551.0,26867.0,,
India,"Financial Year (Apr - Mar), 2008","May, 2008", 23-May-2008,2364417.0,54343.0,2310074.0,91076.0,10896.0,27714.0,3778.0,23936.0,52466.0,25522.0,26944.0,2401150.0,50868.0,25828.0,23703.0,,
India,"Financial Year (Apr - Mar), 2008","June, 2008", 20-Jun-2008,2392447.0,50147.0,2342301.0,91986.0,11805.0,27852.0,3775.0,24077.0,52329.0,25426.0,26903.0,2434287.0,36363.0,26753.0,24788.0,,
India,"Financial Year (Apr - Mar), 2008","June, 2008", 6-Jun-2008,2380418.0,49237.0,2331180.0,90856.0,11072.0,27714.0,3899.0,23815.0,52070.0,25276.0,26794.0,2422036.0,46901.0,26410.0,25327.0,,
India,"Financial Year (Apr - Mar), 2008","July, 2008", 18-Jul-2008,2407860.0,50360.0,2357500.0,87977.0,9870.0,27007.0,3502.0,23505.0,51100.0,24211.0,26889.0,2445477.0,23017.0,25464.0,23645.0,,
India,"Financial Year (Apr - Mar), 2008","July, 2008", 4-Jul-2008,2408579.0,50721.0,2357859.0,88380.0,10070.0,26523.0,3548.0,22975.0,51787.0,24604.0,27184.0,2446239.0,32503.0,26196.0,24188.0,,
India,"Financial Year (Apr - Mar), 2008","August, 2008", 1-Aug-2008,2427592.0,44348.0,2383243.0,88586.0,10859.0,26680.0,3453.0,23227.0,51046.0,23933.0,27113.0,2471829.0,24724.0,25007.0,25063.0,,
India,"Financial Year (Apr - Mar), 2008","August, 2008", 15-Aug-2008,2440078.0,44053.0,2396025.0,89314.0,11324.0,27387.0,3430.0,23957.0,50603.0,23277.0,27326.0,2485339.0,21008.0,24982.0,24346.0,,
India,"Financial Year (Apr - Mar), 2008","August, 2008", 29-Aug-2008,2458334.0,44343.0,2413991.0,89787.0,11410.0,27384.0,3494.0,23890.0,50993.0,24015.0,26978.0,2503777.0,22366.0,24561.0,26367.0,,
India,"Financial Year (Apr - Mar), 2008","September, 2008", 12-Sep-2008,2491248.0,45190.0,2446058.0,92914.0,12405.0,27691.0,3482.0,24209.0,52818.0,24977.0,27841.0,2538971.0,21697.0,23391.0,27014.0,,
India,"Financial Year (Apr - Mar), 2008","September, 2008", 26-Sep-2008,2542467.0,45175.0,2497292.0,94762.0,11500.0,27597.0,3412.0,24185.0,55666.0,26841.0,28824.0,2592054.0,10759.0,24228.0,24520.0,,
India,"Financial Year (Apr - Mar), 2008","October, 2008", 10-Oct-2008,2607404.0,48895.0,2558509.0,91120.0,10610.0,27769.0,3405.0,24364.0,52741.0,23661.0,29080.0,2649630.0,9124.0,23712.0,23925.0,,
India,"Financial Year (Apr - Mar), 2008","October, 2008", 24-Oct-2008,2615041.0,48255.0,2566787.0,95158.0,15517.0,27950.0,3427.0,24523.0,51690.0,23158.0,28533.0,2661945.0,13630.0,22916.0,26215.0,,
India,"Financial Year (Apr - Mar), 2008","November, 2008", 21-Nov-2008,2632700.0,49391.0,2583309.0,96443.0,15612.0,28351.0,3414.0,24937.0,52481.0,23881.0,28600.0,2679753.0,27951.0,23399.0,29159.0,,
India,"Financial Year (Apr - Mar), 2008","November, 2008", 7-Nov-2008,2634893.0,51574.0,2583319.0,98170.0,16644.0,28280.0,3397.0,24882.0,53246.0,23827.0,29418.0,2681488.0,16659.0,22964.0,26577.0,,
India,"Financial Year (Apr - Mar), 2008","December, 2008", 19-Dec-2008,2644528.0,52110.0,2592418.0,100309.0,17944.0,28590.0,3450.0,25140.0,53775.0,23363.0,30412.0,2692727.0,31920.0,22906.0,29395.0,,
India,"Financial Year (Apr - Mar), 2008","December, 2008", 5-Dec-2008,2642109.0,51240.0,2590869.0,97074.0,16275.0,28380.0,3418.0,24963.0,52419.0,22809.0,29609.0,2687943.0,34237.0,23201.0,29614.0,,
