Country,Year,Quarter,Month,FortnightCode,Fortnight,I7501_6,I7501_7,I7501_8,I7501_9
India,"Calendar Year (Jan - Dec), 1991","July - September, 1991","July, 1991",199108.0,"fortnight, from : 1991-07-01 - to : 1991-07-14",4846.0,,9.0,17.0
India,"Calendar Year (Jan - Dec), 1991","July - September, 1991","July, 1991",199109.0,"fortnight, from : 1991-07-15 - to : 1991-07-28",4683.0,,10.5,17.0
India,"Calendar Year (Jan - Dec), 1991","July - September, 1991","August, 1991",199110.0,"fortnight, from : 1991-07-29 - to : 1991-08-11",4805.0,,11.0,17.0
India,"Calendar Year (Jan - Dec), 1991","July - September, 1991","August, 1991",199111.0,"fortnight, from : 1991-08-12 - to : 1991-08-25",5121.0,,10.0,21.0
India,"Calendar Year (Jan - Dec), 1991","July - September, 1991","September, 1991",199112.0,"fortnight, from : 1991-08-26 - to : 1991-09-08",5198.0,,11.0,18.96
India,"Calendar Year (Jan - Dec), 1991","July - September, 1991","September, 1991",199113.0,"fortnight, from : 1991-09-09 - to : 1991-09-22",5010.0,,11.5,16.0
India,"Calendar Year (Jan - Dec), 1991","October - December, 1991","October, 1991",199114.0,"fortnight, from : 1991-09-23 - to : 1991-10-06",4901.0,,12.0,21.0
India,"Calendar Year (Jan - Dec), 1991","October - December, 1991","October, 1991",199115.0,"fortnight, from : 1991-10-07 - to : 1991-10-20",5023.0,,12.0,21.0
India,"Calendar Year (Jan - Dec), 1991","October - December, 1991","November, 1991",199116.0,"fortnight, from : 1991-10-21 - to : 1991-11-03",4956.0,,13.0,17.0
India,"Calendar Year (Jan - Dec), 1991","October - December, 1991","November, 1991",199117.0,"fortnight, from : 1991-11-04 - to : 1991-11-17",4957.0,,11.0,21.0
India,"Calendar Year (Jan - Dec), 1991","October - December, 1991","November, 1991",199118.0,"fortnight, from : 1991-11-18 - to : 1991-12-01",5257.0,,12.5,21.0
India,"Calendar Year (Jan - Dec), 1991","October - December, 1991","December, 1991",199119.0,"fortnight, from : 1991-12-02 - to : 1991-12-15",5406.0,,12.5,17.66
India,"Calendar Year (Jan - Dec), 1991","October - December, 1991","December, 1991",199120.0,"fortnight, from : 1991-12-16 - to : 1991-12-29",5373.0,,12.5,17.64
India,"Calendar Year (Jan - Dec), 1992","January - March, 1992","January, 1992",199121.0,"fortnight, from : 1991-12-30 - to : 1992-01-12",5500.0,,13.0,21.0
India,"Calendar Year (Jan - Dec), 1992","January - March, 1992","January, 1992",199122.0,"fortnight, from : 1992-01-13 - to : 1992-01-26",5655.0,,12.0,22.0
India,"Calendar Year (Jan - Dec), 1992","January - March, 1992","February, 1992",199123.0,"fortnight, from : 1992-01-27 - to : 1992-02-09",5633.0,,13.5,17.01
India,"Calendar Year (Jan - Dec), 1992","January - March, 1992","February, 1992",199124.0,"fortnight, from : 1992-02-10 - to : 1992-02-23",5656.0,,13.5,17.28
India,"Calendar Year (Jan - Dec), 1992","January - March, 1992","March, 1992",199125.0,"fortnight, from : 1992-02-24 - to : 1992-03-08",5693.0,,12.5,17.62
India,"Calendar Year (Jan - Dec), 1992","January - March, 1992","March, 1992",199126.0,"fortnight, from : 1992-03-09 - to : 1992-03-22",5682.0,,12.0,17.0
India,"Calendar Year (Jan - Dec), 1992","April - June, 1992","April, 1992",199201.0,"fortnight, from : 1992-03-23 - to : 1992-04-05",5810.0,,13.0,17.5
India,"Calendar Year (Jan - Dec), 1992","April - June, 1992","April, 1992",199202.0,"fortnight, from : 1992-04-06 - to : 1992-04-19",5608.0,,12.5,17.0
India,"Calendar Year (Jan - Dec), 1992","April - June, 1992","May, 1992",199203.0,"fortnight, from : 1992-04-20 - to : 1992-05-03",5735.0,,12.5,18.4
India,"Calendar Year (Jan - Dec), 1992","April - June, 1992","May, 1992",199204.0,"fortnight, from : 1992-05-04 - to : 1992-05-17",5684.0,,13.0,18.0
India,"Calendar Year (Jan - Dec), 1992","April - June, 1992","May, 1992",199205.0,"fortnight, from : 1992-05-18 - to : 1992-05-31",5928.0,,13.0,17.2
India,"Calendar Year (Jan - Dec), 1992","April - June, 1992","June, 1992",199206.0,"fortnight, from : 1992-06-01 - to : 1992-06-14",6556.0,,12.25,25.0
India,"Calendar Year (Jan - Dec), 1992","July - September, 1992","July, 1992",199208.0,"fortnight, from : 1992-06-29 - to : 1992-07-12",7308.0,,13.5,17.75
India,"Calendar Year (Jan - Dec), 1992","July - September, 1992","July, 1992",199209.0,"fortnight, from : 1992-07-13 - to : 1992-07-26",7800.0,,13.0,19.76
India,"Calendar Year (Jan - Dec), 1992","July - September, 1992","August, 1992",199210.0,"fortnight, from : 1992-07-27 - to : 1992-08-09",8160.0,,13.0,17.3
India,"Calendar Year (Jan - Dec), 1992","July - September, 1992","August, 1992",199211.0,"fortnight, from : 1992-08-10 - to : 1992-08-23",8145.0,,13.5,17.3
India,"Calendar Year (Jan - Dec), 1992","July - September, 1992","September, 1992",199212.0,"fortnight, from : 1992-08-24 - to : 1992-09-06",8187.0,,13.5,17.3
India,"Calendar Year (Jan - Dec), 1992","July - September, 1992","September, 1992",199213.0,"fortnight, from : 1992-09-07 - to : 1992-09-20",8249.0,,13.0,20.0
India,"Calendar Year (Jan - Dec), 1992","October - December, 1992","October, 1992",199214.0,"fortnight, from : 1992-09-21 - to : 1992-10-04",8469.0,,13.5,17.24
India,"Calendar Year (Jan - Dec), 1992","October - December, 1992","October, 1992",199215.0,"fortnight, from : 1992-10-05 - to : 1992-10-18",8520.0,,13.0,17.5
India,"Calendar Year (Jan - Dec), 1992","October - December, 1992","October, 1992",199216.0,"fortnight, from : 1992-10-19 - to : 1992-11-01",8458.0,,13.0,17.3
India,"Calendar Year (Jan - Dec), 1992","October - December, 1992","November, 1992",199217.0,"fortnight, from : 1992-11-02 - to : 1992-11-15",9044.0,,13.0,17.3
India,"Calendar Year (Jan - Dec), 1992","October - December, 1992","November, 1992",199218.0,"fortnight, from : 1992-11-16 - to : 1992-11-29",9332.0,,13.0,17.19
India,"Calendar Year (Jan - Dec), 1992","October - December, 1992","December, 1992",199219.0,"fortnight, from : 1992-11-30 - to : 1992-12-13",9380.0,,13.0,17.19
India,"Calendar Year (Jan - Dec), 1992","October - December, 1992","December, 1992",199220.0,"fortnight, from : 1992-12-14 - to : 1992-12-27",9955.0,,12.25,17.5
India,"Calendar Year (Jan - Dec), 1993","January - March, 1993","January, 1993",199220.0,"fortnight, from : 1993-01-04 - to : 1993-01-17",10016.0,,12.5,17.5
India,"Calendar Year (Jan - Dec), 1993","January - March, 1993","January, 1993",199221.0,"fortnight, from : 1993-01-18 - to : 1993-01-31",9962.0,,13.5,16.5
India,"Calendar Year (Jan - Dec), 1993","January - March, 1993","February, 1993",199222.0,"fortnight, from : 1993-02-01 - to : 1993-02-14",10261.0,,13.0,17.2
India,"Calendar Year (Jan - Dec), 1993","January - March, 1993","February, 1993",199223.0,"fortnight, from : 1993-02-15 - to : 1993-02-28",10106.0,,13.06,17.19
India,"Calendar Year (Jan - Dec), 1993","January - March, 1993","March, 1993",199224.0,"fortnight, from : 1993-03-01 - to : 1993-03-14",10163.0,,12.5,17.19
India,"Calendar Year (Jan - Dec), 1993","January - March, 1993","March, 1993",199225.0,"fortnight, from : 1993-03-15 - to : 1993-03-28",9803.0,,12.5,16.5
India,"Calendar Year (Jan - Dec), 1993","April - June, 1993","April, 1993",199226.0,"fortnight, from : 1993-03-29 - to : 1993-04-11",9885.0,,13.0,18.0
India,"Calendar Year (Jan - Dec), 1993","April - June, 1993","April, 1993",199301.0,"fortnight, from : 1993-04-12 - to : 1993-04-25",10319.0,,12.5,17.25
India,"Calendar Year (Jan - Dec), 1993","April - June, 1993","April, 1993",199302.0,"fortnight, from : 1993-04-26 - to : 1993-05-09",10648.0,,11.5,17.0
India,"Calendar Year (Jan - Dec), 1993","April - June, 1993","May, 1993",199303.0,"fortnight, from : 1993-05-10 - to : 1993-05-23",10797.0,,12.0,17.0
India,"Calendar Year (Jan - Dec), 1993","April - June, 1993","May, 1993",199304.0,"fortnight, from : 1993-05-24 - to : 1993-06-06",11267.0,,12.0,16.0
India,"Calendar Year (Jan - Dec), 1993","April - June, 1993","June, 1993",199305.0,"fortnight, from : 1993-06-07 - to : 1993-06-20",11744.0,,12.0,16.5
India,"Calendar Year (Jan - Dec), 1993","April - June, 1993","June, 1993",199306.0,"fortnight, from : 1993-06-21 - to : 1993-07-04",12529.0,,11.0,16.5
India,"Calendar Year (Jan - Dec), 1993","July - September, 1993","July, 1993",199307.0,"fortnight, from : 1993-07-05 - to : 1993-07-18",12557.0,,11.0,17.0
India,"Calendar Year (Jan - Dec), 1993","July - September, 1993","July, 1993",199308.0,"fortnight, from : 1993-07-19 - to : 1993-08-01",11997.0,,10.5,16.75
India,"Calendar Year (Jan - Dec), 1993","July - September, 1993","August, 1993",199309.0,"fortnight, from : 1993-08-02 - to : 1993-08-15",11498.0,,10.0,16.6
India,"Calendar Year (Jan - Dec), 1993","July - September, 1993","August, 1993",199310.0,"fortnight, from : 1993-08-16 - to : 1993-08-29",10687.0,,8.0,15.5
India,"Calendar Year (Jan - Dec), 1993","July - September, 1993","September, 1993",199311.0,"fortnight, from : 1993-08-30 - to : 1993-09-12",9735.0,,8.0,15.0
India,"Calendar Year (Jan - Dec), 1993","July - September, 1993","September, 1993",199312.0,"fortnight, from : 1993-09-13 - to : 1993-09-26",8692.0,,8.0,15.0
India,"Calendar Year (Jan - Dec), 1993","October - December, 1993","October, 1993",199313.0,"fortnight, from : 1993-09-27 - to : 1993-10-10",8131.0,,7.5,15.0
India,"Calendar Year (Jan - Dec), 1993","October - December, 1993","October, 1993",199314.0,"fortnight, from : 1993-10-11 - to : 1993-10-24",7301.0,,7.25,15.0
India,"Calendar Year (Jan - Dec), 1993","October - December, 1993","October, 1993",199315.0,"fortnight, from : 1993-10-25 - to : 1993-11-07",6952.0,,7.5,15.0
India,"Calendar Year (Jan - Dec), 1993","October - December, 1993","November, 1993",199316.0,"fortnight, from : 1993-11-08 - to : 1993-11-21",6716.0,,7.0,15.0
India,"Calendar Year (Jan - Dec), 1993","October - December, 1993","November, 1993",199317.0,"fortnight, from : 1993-11-22 - to : 1993-12-05",6755.0,,7.5,15.0
India,"Calendar Year (Jan - Dec), 1993","October - December, 1993","December, 1993",199318.0,"fortnight, from : 1993-12-06 - to : 1993-12-19",6893.0,,7.0,12.6
India,"Calendar Year (Jan - Dec), 1993","October - December, 1993","December, 1993",199319.0,"fortnight, from : 1993-12-20 - to : 1994-01-02",6622.0,,7.1,15.0
India,"Calendar Year (Jan - Dec), 1994","January - March, 1994","January, 1994",199320.0,"fortnight, from : 1994-01-03 - to : 1994-01-16",6103.0,,7.2,16.25
India,"Calendar Year (Jan - Dec), 1994","January - March, 1994","January, 1994",199321.0,"fortnight, from : 1994-01-17 - to : 1994-01-30",5780.0,,7.25,16.0
India,"Calendar Year (Jan - Dec), 1994","January - March, 1994","February, 1994",199322.0,"fortnight, from : 1994-01-31 - to : 1994-02-13",5499.0,,7.25,15.0
India,"Calendar Year (Jan - Dec), 1994","January - March, 1994","February, 1994",199323.0,"fortnight, from : 1994-02-14 - to : 1994-02-27",5131.0,,7.5,12.0
India,"Calendar Year (Jan - Dec), 1994","January - March, 1994","March, 1994",199324.0,"fortnight, from : 1994-02-28 - to : 1994-03-13",5142.0,,7.0,12.0
India,"Calendar Year (Jan - Dec), 1994","January - March, 1994","March, 1994",199325.0,"fortnight, from : 1994-03-14 - to : 1994-03-27",5571.0,,7.0,12.2
India,"Calendar Year (Jan - Dec), 1994","April - June, 1994","April, 1994",199326.0,"fortnight, from : 1994-03-28 - to : 1994-04-10",6041.0,,7.0,12.5
India,"Calendar Year (Jan - Dec), 1994","April - June, 1994","April, 1994",199401.0,"fortnight, from : 1994-04-11 - to : 1994-04-24",5897.0,,7.0,12.5
India,"Calendar Year (Jan - Dec), 1994","April - June, 1994","April, 1994",199402.0,"fortnight, from : 1994-04-25 - to : 1994-05-08",6121.0,,7.25,12.0
India,"Calendar Year (Jan - Dec), 1994","April - June, 1994","May, 1994",199403.0,"fortnight, from : 1994-05-09 - to : 1994-05-22",6110.0,,7.25,12.0
India,"Calendar Year (Jan - Dec), 1994","April - June, 1994","May, 1994",199404.0,"fortnight, from : 1994-05-23 - to : 1994-06-05",6016.0,,7.25,12.0
India,"Calendar Year (Jan - Dec), 1994","April - June, 1994","June, 1994",199405.0,"fortnight, from : 1994-06-06 - to : 1994-06-19",5884.0,,7.0,12.0
India,"Calendar Year (Jan - Dec), 1994","April - June, 1994","June, 1994",199406.0,"fortnight, from : 1994-06-20 - to : 1994-07-03",5512.0,,7.5,12.0
India,"Calendar Year (Jan - Dec), 1994","July - September, 1994","July, 1994",199407.0,"fortnight, from : 1994-07-04 - to : 1994-07-17",5218.0,,8.0,13.5
India,"Calendar Year (Jan - Dec), 1994","July - September, 1994","July, 1994",199408.0,"fortnight, from : 1994-07-18 - to : 1994-07-31",5347.0,,7.1,12.0
India,"Calendar Year (Jan - Dec), 1994","July - September, 1994","August, 1994",199409.0,"fortnight, from : 1994-08-01 - to : 1994-08-14",5279.0,,7.25,12.0
India,"Calendar Year (Jan - Dec), 1994","July - September, 1994","August, 1994",199410.0,"fortnight, from : 1994-08-15 - to : 1994-08-28",5861.0,,7.5,13.5
India,"Calendar Year (Jan - Dec), 1994","July - September, 1994","September, 1994",199411.0,"fortnight, from : 1994-08-29 - to : 1994-09-11",5823.0,,8.0,12.0
India,"Calendar Year (Jan - Dec), 1994","July - September, 1994","September, 1994",199412.0,"fortnight, from : 1994-09-12 - to : 1994-09-25",5974.0,,7.4,15.0
India,"Calendar Year (Jan - Dec), 1994","July - September, 1994","September, 1994",199413.0,"fortnight, from : 1994-09-26 - to : 1994-10-09",5955.0,,7.5,12.0
India,"Calendar Year (Jan - Dec), 1994","October - December, 1994","October, 1994",199414.0,"fortnight, from : 1994-10-10 - to : 1994-10-23",5895.0,,7.5,12.02
India,"Calendar Year (Jan - Dec), 1994","October - December, 1994","October, 1994",199415.0,"fortnight, from : 1994-10-24 - to : 1994-11-06",5799.0,,7.0,13.0
India,"Calendar Year (Jan - Dec), 1994","October - December, 1994","November, 1994",199416.0,"fortnight, from : 1994-11-07 - to : 1994-11-20",6315.0,,7.0,13.0
India,"Calendar Year (Jan - Dec), 1994","October - December, 1994","November, 1994",199417.0,"fortnight, from : 1994-11-21 - to : 1994-12-04",6051.0,,7.5,12.0
India,"Calendar Year (Jan - Dec), 1994","October - December, 1994","December, 1994",199418.0,"fortnight, from : 1994-12-05 - to : 1994-12-18",6188.0,,7.5,12.0
India,"Calendar Year (Jan - Dec), 1994","October - December, 1994","December, 1994",199419.0,"fortnight, from : 1994-12-19 - to : 1995-01-01",6577.0,,8.0,12.01
India,"Calendar Year (Jan - Dec), 1995","January - March, 1995","January, 1995",199420.0,"fortnight, from : 1995-01-02 - to : 1995-01-15",6385.0,,7.5,12.8
India,"Calendar Year (Jan - Dec), 1995","January - March, 1995","January, 1995",199421.0,"fortnight, from : 1995-01-16 - to : 1995-01-29",6708.0,,7.5,13.5
India,"Calendar Year (Jan - Dec), 1995","January - March, 1995","February, 1995",199422.0,"fortnight, from : 1995-01-30 - to : 1995-02-12",6016.0,,9.0,13.77
India,"Calendar Year (Jan - Dec), 1995","January - March, 1995","February, 1995",199423.0,"fortnight, from : 1995-02-13 - to : 1995-02-26",7601.0,,9.0,14.25
India,"Calendar Year (Jan - Dec), 1995","January - March, 1995","March, 1995",199424.0,"fortnight, from : 1995-02-27 - to : 1995-03-12",7969.0,,9.0,14.0
India,"Calendar Year (Jan - Dec), 1995","January - March, 1995","March, 1995",199425.0,"fortnight, from : 1995-03-13 - to : 1995-03-26",7665.0,,9.0,14.5
India,"Calendar Year (Jan - Dec), 1995","January - March, 1995","March, 1995",199426.0,"fortnight, from : 1995-03-27 - to : 1995-04-09",8017.0,,10.0,15.0
India,"Calendar Year (Jan - Dec), 1995","April - June, 1995","April, 1995",199501.0,"fortnight, from : 1995-04-10 - to : 1995-04-23",8556.0,,9.0,14.75
India,"Calendar Year (Jan - Dec), 1995","April - June, 1995","April, 1995",199502.0,"fortnight, from : 1995-04-24 - to : 1995-05-07",9145.0,,10.0,14.5
India,"Calendar Year (Jan - Dec), 1995","April - June, 1995","May, 1995",199503.0,"fortnight, from : 1995-05-08 - to : 1995-05-21",9775.0,,10.0,15.0
India,"Calendar Year (Jan - Dec), 1995","April - June, 1995","May, 1995",199504.0,"fortnight, from : 1995-05-22 - to : 1995-06-04",11054.0,,10.0,15.0
India,"Calendar Year (Jan - Dec), 1995","April - June, 1995","June, 1995",199505.0,"fortnight, from : 1995-06-05 - to : 1995-06-18",11214.0,,11.0,15.0
India,"Calendar Year (Jan - Dec), 1995","April - June, 1995","June, 1995",199506.0,"fortnight, from : 1995-06-19 - to : 1995-07-02",11843.0,,11.0,14.5
India,"Calendar Year (Jan - Dec), 1995","July - September, 1995","July, 1995",199507.0,"fortnight, from : 1995-07-03 - to : 1995-07-16",12117.0,,11.0,15.25
India,"Calendar Year (Jan - Dec), 1995","July - September, 1995","July, 1995",199508.0,"fortnight, from : 1995-07-17 - to : 1995-07-30",12094.0,,10.5,15.0
India,"Calendar Year (Jan - Dec), 1995","July - September, 1995","August, 1995",199509.0,"fortnight, from : 1995-07-31 - to : 1995-08-13",13246.0,,11.0,15.0
India,"Calendar Year (Jan - Dec), 1995","July - September, 1995","August, 1995",199510.0,"fortnight, from : 1995-08-14 - to : 1995-08-27",12308.0,,11.0,15.5
India,"Calendar Year (Jan - Dec), 1995","July - September, 1995","September, 1995",199511.0,"fortnight, from : 1995-08-28 - to : 1995-09-10",12526.0,,10.0,14.5
India,"Calendar Year (Jan - Dec), 1995","July - September, 1995","September, 1995",199512.0,"fortnight, from : 1995-09-11 - to : 1995-09-24",13215.0,,11.0,14.5
India,"Calendar Year (Jan - Dec), 1995","July - September, 1995","September, 1995",199513.0,"fortnight, from : 1995-09-25 - to : 1995-10-08",13873.0,,10.0,14.75
India,"Calendar Year (Jan - Dec), 1995","October - December, 1995","October, 1995",199514.0,"fortnight, from : 1995-10-09 - to : 1995-10-22",13933.0,,10.0,15.0
India,"Calendar Year (Jan - Dec), 1995","October - December, 1995","October, 1995",199515.0,"fortnight, from : 1995-10-23 - to : 1995-11-05",14389.0,,11.0,15.0
India,"Calendar Year (Jan - Dec), 1995","October - December, 1995","November, 1995",199516.0,"fortnight, from : 1995-11-06 - to : 1995-11-19",14362.0,,11.0,17.0
India,"Calendar Year (Jan - Dec), 1995","October - December, 1995","November, 1995",199517.0,"fortnight, from : 1995-11-20 - to : 1995-12-03",15274.0,,11.0,22.99
India,"Calendar Year (Jan - Dec), 1995","October - December, 1995","December, 1995",199518.0,"fortnight, from : 1995-12-04 - to : 1995-12-17",16203.0,,12.0,22.99
India,"Calendar Year (Jan - Dec), 1995","October - December, 1995","December, 1995",199519.0,"fortnight, from : 1995-12-18 - to : 1995-12-31",17161.0,,12.0,22.99
India,"Calendar Year (Jan - Dec), 1996","January - March, 1996","January, 1996",199520.0,"fortnight, from : 1996-01-01 - to : 1996-01-14",17266.0,,12.0,18.5
India,"Calendar Year (Jan - Dec), 1996","January - March, 1996","January, 1996",199521.0,"fortnight, from : 1996-01-15 - to : 1996-01-28",17934.0,,12.0,19.5
India,"Calendar Year (Jan - Dec), 1996","January - March, 1996","February, 1996",199522.0,"fortnight, from : 1996-01-29 - to : 1996-02-11",18306.0,,12.0,19.5
India,"Calendar Year (Jan - Dec), 1996","January - March, 1996","February, 1996",199523.0,"fortnight, from : 1996-02-12 - to : 1996-02-25",17145.0,,11.0,23.0
India,"Calendar Year (Jan - Dec), 1996","January - March, 1996","March, 1996",199524.0,"fortnight, from : 1996-02-26 - to : 1996-03-10",18016.0,,12.0,23.0
India,"Calendar Year (Jan - Dec), 1996","January - March, 1996","March, 1996",199525.0,"fortnight, from : 1996-03-11 - to : 1996-03-24",17907.0,,10.0,22.0
India,"Calendar Year (Jan - Dec), 1996","January - March, 1996","March, 1996",199526.0,"fortnight, from : 1996-03-25 - to : 1996-04-07",16316.0,,12.0,22.25
India,"Calendar Year (Jan - Dec), 1996","April - June, 1996","April, 1996",199601.0,"fortnight, from : 1996-04-08 - to : 1996-04-21",19571.0,,12.0,21.0
India,"Calendar Year (Jan - Dec), 1996","April - June, 1996","April, 1996",199602.0,"fortnight, from : 1996-04-08 - to : 1996-04-21",21181.0,,13.0,-21.0
India,"Calendar Year (Jan - Dec), 1996","April - June, 1996","April, 1996",199602.0,"fortnight, from : 1996-04-22 - to : 1996-05-05",21181.0,,13.0,21.0
India,"Calendar Year (Jan - Dec), 1996","April - June, 1996","May, 1996",199603.0,"fortnight, from : 1996-05-06 - to : 1996-05-19",20842.0,,12.0,20.0
India,"Calendar Year (Jan - Dec), 1996","April - June, 1996","May, 1996",199604.0,"fortnight, from : 1996-05-20 - to : 1996-06-02",21380.0,,12.0,20.0
India,"Calendar Year (Jan - Dec), 1996","April - June, 1996","June, 1996",199605.0,"fortnight, from : 1996-06-03 - to : 1996-06-16",21503.0,,13.0,19.5
India,"Calendar Year (Jan - Dec), 1996","July - September, 1996","July, 1996",199607.0,"fortnight, from : 1996-07-01 - to : 1996-07-14",20815.0,,11.0,19.0
India,"Calendar Year (Jan - Dec), 1996","July - September, 1996","July, 1996",199608.0,"fortnight, from : 1996-07-15 - to : 1996-07-28",18203.0,,10.0,20.75
India,"Calendar Year (Jan - Dec), 1996","July - September, 1996","August, 1996",199609.0,"fortnight, from : 1996-07-29 - to : 1996-08-11",16927.0,,9.0,17.0
India,"Calendar Year (Jan - Dec), 1996","July - September, 1996","August, 1996",199610.0,"fortnight, from : 1996-08-12 - to : 1996-08-25",16873.0,,9.5,16.0
India,"Calendar Year (Jan - Dec), 1996","July - September, 1996","August, 1996",199611.0,"fortnight, from : 1996-08-26 - to : 1996-09-08",15572.0,,10.0,19.0
India,"Calendar Year (Jan - Dec), 1996","July - September, 1996","September, 1996",199612.0,"fortnight, from : 1996-09-09 - to : 1996-09-22",14678.0,,9.0,17.5
India,"Calendar Year (Jan - Dec), 1996","July - September, 1996","September, 1996",199613.0,"fortnight, from : 1996-09-23 - to : 1996-10-06",13760.0,,9.0,15.25
India,"Calendar Year (Jan - Dec), 1996","October - December, 1996","October, 1996",199614.0,"fortnight, from : 1996-10-07 - to : 1996-10-20",12846.0,,9.0,16.0
India,"Calendar Year (Jan - Dec), 1996","October - December, 1996","October, 1996",199615.0,"fortnight, from : 1996-10-21 - to : 1996-11-03",13052.0,,9.0,19.0
India,"Calendar Year (Jan - Dec), 1996","October - December, 1996","November, 1996",199616.0,"fortnight, from : 1996-11-04 - to : 1996-11-17",11593.0,,9.5,16.0
India,"Calendar Year (Jan - Dec), 1996","October - December, 1996","November, 1996",199617.0,"fortnight, from : 1996-11-18 - to : 1996-12-01",11976.0,,8.5,16.0
India,"Calendar Year (Jan - Dec), 1996","October - December, 1996","December, 1996",199618.0,"fortnight, from : 1996-12-02 - to : 1996-12-15",11758.0,,8.5,15.0
India,"Calendar Year (Jan - Dec), 1996","October - December, 1996","December, 1996",199619.0,"fortnight, from : 1996-12-16 - to : 1996-12-29",11480.0,,8.5,16.0
India,"Calendar Year (Jan - Dec), 1997","January - March, 1997","January, 1997",199620.0,"fortnight, from : 1996-12-30 - to : 1997-01-12",10642.0,,8.0,15.0
India,"Calendar Year (Jan - Dec), 1997","January - March, 1997","January, 1997",199621.0,"fortnight, from : 1997-01-13 - to : 1997-01-26",10507.0,,8.0,16.5
India,"Calendar Year (Jan - Dec), 1997","January - March, 1997","January, 1997",199622.0,"fortnight, from : 1997-01-27 - to : 1997-02-09",10759.0,,8.5,16.0
India,"Calendar Year (Jan - Dec), 1997","January - March, 1997","February, 1997",199623.0,"fortnight, from : 1997-02-10 - to : 1997-02-23",10936.0,,8.5,16.0
India,"Calendar Year (Jan - Dec), 1997","January - March, 1997","February, 1997",199624.0,"fortnight, from : 1997-02-24 - to : 1997-03-09",11226.0,,8.75,17.15
India,"Calendar Year (Jan - Dec), 1997","January - March, 1997","March, 1997",199625.0,"fortnight, from : 1997-03-10 - to : 1997-03-23",11867.0,,8.25,15.75
India,"Calendar Year (Jan - Dec), 1997","January - March, 1997","March, 1997",199626.0,"fortnight, from : 1997-03-24 - to : 1997-04-06",12134.0,,7.0,14.25
India,"Calendar Year (Jan - Dec), 1997","April - June, 1997","April, 1997",199701.0,"fortnight, from : 1997-04-07 - to : 1997-04-20",12399.0,,7.0,15.0
India,"Calendar Year (Jan - Dec), 1997","April - June, 1997","April, 1997",199702.0,"fortnight, from : 1997-04-21 - to : 1997-05-04",11964.0,,8.5,14.25
India,"Calendar Year (Jan - Dec), 1997","April - June, 1997","May, 1997",199703.0,"fortnight, from : 1997-05-05 - to : 1997-05-18",11054.0,,8.5,14.25
India,"Calendar Year (Jan - Dec), 1997","April - June, 1997","May, 1997",199704.0,"fortnight, from : 1997-05-19 - to : 1997-06-01",11037.0,,7.75,14.25
India,"Calendar Year (Jan - Dec), 1997","April - June, 1997","June, 1997",199705.0,"fortnight, from : 1997-06-02 - to : 1997-06-15",9177.0,,8.0,14.25
India,"Calendar Year (Jan - Dec), 1997","April - June, 1997","June, 1997",199706.0,"fortnight, from : 1997-06-16 - to : 1997-06-29",10103.0,,8.5,14.25
India,"Calendar Year (Jan - Dec), 1997","July - September, 1997","July, 1997",199707.0,"fortnight, from : 1997-06-30 - to : 1997-07-13",9219.0,296.0,8.0,14.25
India,"Calendar Year (Jan - Dec), 1997","July - September, 1997","July, 1997",199708.0,"fortnight, from : 1997-07-14 - to : 1997-07-27",8850.0,,7.5,14.25
India,"Calendar Year (Jan - Dec), 1997","July - September, 1997","August, 1997",199709.0,"fortnight, from : 1997-07-28 - to : 1997-08-10",8672.0,,7.5,14.25
India,"Calendar Year (Jan - Dec), 1997","July - September, 1997","August, 1997",199710.0,"fortnight, from : 1997-08-11 - to : 1997-08-24",8869.0,,7.25,13.7
India,"Calendar Year (Jan - Dec), 1997","July - September, 1997","August, 1997",199711.0,"fortnight, from : 1997-08-25 - to : 1997-09-07",8491.0,,7.0,12.5
India,"Calendar Year (Jan - Dec), 1997","July - September, 1997","September, 1997",199712.0,"fortnight, from : 1997-09-08 - to : 1997-09-21",7871.0,,7.25,12.5
India,"Calendar Year (Jan - Dec), 1997","July - September, 1997","September, 1997",199713.0,"fortnight, from : 1997-09-22 - to : 1997-10-05",7795.0,,7.0,14.0
India,"Calendar Year (Jan - Dec), 1997","October - December, 1997","October, 1997",199714.0,"fortnight, from : 1997-10-06 - to : 1997-10-19",7572.0,,7.5,12.5
India,"Calendar Year (Jan - Dec), 1997","October - December, 1997","October, 1997",199715.0,"fortnight, from : 1997-10-20 - to : 1997-11-02",7442.0,,7.75,12.5
India,"Calendar Year (Jan - Dec), 1997","October - December, 1997","November, 1997",199716.0,"fortnight, from : 1997-11-03 - to : 1997-11-16",8517.0,,7.0,12.0
India,"Calendar Year (Jan - Dec), 1997","October - December, 1997","November, 1997",199717.0,"fortnight, from : 1997-11-17 - to : 1997-11-30",6884.0,,6.25,12.5
India,"Calendar Year (Jan - Dec), 1997","October - December, 1997","December, 1997",199718.0,"fortnight, from : 1997-12-01 - to : 1997-12-14",6901.0,,5.0,12.5
India,"Calendar Year (Jan - Dec), 1997","October - December, 1997","December, 1997",199719.0,"fortnight, from : 1997-12-15 - to : 1997-12-28",6607.0,,6.5,11.25
India,"Calendar Year (Jan - Dec), 1998","January - March, 1998","January, 1998",199720.0,"fortnight, from : 1997-12-29 - to : 1998-01-11",6876.0,811.0,6.5,11.5
India,"Calendar Year (Jan - Dec), 1998","January - March, 1998","January, 1998",199721.0,"fortnight, from : 1998-01-12 - to : 1998-01-25",7088.0,,7.0,11.5
