Country,Year,Quarter,Month,FortnightCode,Fortnight,I7501_6,I7501_7,I7501_8,I7501_9
India,"Calendar Year (Jan - Dec), 1998","January - March, 1998","January, 1998",199722.0,"fortnight, from : 1998-01-26 - to : 1998-02-08",9732.0,,7.0,11.75
India,"Calendar Year (Jan - Dec), 1998","January - March, 1998","February, 1998",199723.0,"fortnight, from : 1998-02-09 - to : 1998-02-22",9921.0,,6.5,13.0
India,"Calendar Year (Jan - Dec), 1998","January - March, 1998","February, 1998",199724.0,"fortnight, from : 1998-02-23 - to : 1998-03-08",12313.0,,8.75,26.0
India,"Calendar Year (Jan - Dec), 1998","January - March, 1998","March, 1998",199725.0,"fortnight, from : 1998-03-09 - to : 1998-03-22",13414.0,,8.25,37.0
India,"Calendar Year (Jan - Dec), 1998","January - March, 1998","March, 1998",199726.0,"fortnight, from : 1998-03-23 - to : 1998-04-05",14296.0,,7.2,26.0
India,"Calendar Year (Jan - Dec), 1998","April - June, 1998","April, 1998",199801.0,"fortnight, from : 1998-04-06 - to : 1998-04-19",14584.0,,8.25,26.0
India,"Calendar Year (Jan - Dec), 1998","April - June, 1998","April, 1998",199802.0,"fortnight, from : 1998-04-20 - to : 1998-05-03",13888.0,,8.0,26.0
India,"Calendar Year (Jan - Dec), 1998","April - June, 1998","May, 1998",199803.0,"fortnight, from : 1998-05-04 - to : 1998-05-17",11351.0,,7.5,24.0
India,"Calendar Year (Jan - Dec), 1998","April - June, 1998","May, 1998",199804.0,"fortnight, from : 1998-05-18 - to : 1998-05-31",10920.0,,6.0,26.0
India,"Calendar Year (Jan - Dec), 1998","April - June, 1998","June, 1998",199805.0,"fortnight, from : 1998-06-01 - to : 1998-06-14",10945.0,,6.0,16.5
India,"Calendar Year (Jan - Dec), 1998","April - June, 1998","June, 1998",199806.0,"fortnight, from : 1998-06-15 - to : 1998-06-28",9754.0,,6.5,16.5
India,"Calendar Year (Jan - Dec), 1998","July - September, 1998","July, 1998",199807.0,"fortnight, from : 1998-06-29 - to : 1998-07-12",7886.0,645.0,6.0,12.75
India,"Calendar Year (Jan - Dec), 1998","July - September, 1998","July, 1998",199808.0,"fortnight, from : 1998-07-13 - to : 1998-07-26",7287.0,807.0,8.0,12.5
India,"Calendar Year (Jan - Dec), 1998","July - September, 1998","July, 1998",199809.0,"fortnight, from : 1998-07-27 - to : 1998-08-09",7147.0,696.0,8.0,12.82
India,"Calendar Year (Jan - Dec), 1998","July - September, 1998","August, 1998",199810.0,"fortnight, from : 1998-08-10 - to : 1998-08-23",6722.0,636.0,8.0,12.5
India,"Calendar Year (Jan - Dec), 1998","July - September, 1998","August, 1998",199811.0,"fortnight, from : 1998-08-24 - to : 1998-09-06",6545.0,775.0,6.75,15.0
India,"Calendar Year (Jan - Dec), 1998","July - September, 1998","September, 1998",199812.0,"fortnight, from : 1998-09-07 - to : 1998-09-20",5772.0,981.0,7.75,13.5
India,"Calendar Year (Jan - Dec), 1998","July - September, 1998","September, 1998",199813.0,"fortnight, from : 1998-09-21 - to : 1998-10-04",5686.0,530.0,8.25,12.6
India,"Calendar Year (Jan - Dec), 1998","October - December, 1998","October, 1998",199814.0,"fortnight, from : 1998-10-05 - to : 1998-10-18",6852.0,708.5,7.625,12.75
India,"Calendar Year (Jan - Dec), 1998","October - December, 1998","October, 1998",199815.0,"fortnight, from : 1998-10-19 - to : 1998-11-01",6214.0,639.0,8.25,13.0
India,"Calendar Year (Jan - Dec), 1998","October - December, 1998","November, 1998",199816.0,"fortnight, from : 1998-11-02 - to : 1998-11-15",5858.0,385.0,8.25,13.63
India,"Calendar Year (Jan - Dec), 1998","October - December, 1998","November, 1998",199817.0,"fortnight, from : 1998-11-16 - to : 1998-11-29",5881.0,674.0,8.0,15.55
India,"Calendar Year (Jan - Dec), 1998","October - December, 1998","December, 1998",199818.0,"fortnight, from : 1998-11-30 - to : 1998-12-13",4517.0,347.0,6.75,12.5
India,"Calendar Year (Jan - Dec), 1998","October - December, 1998","December, 1998",199819.0,"fortnight, from : 1998-12-14 - to : 1998-12-27",4186.0,475.0,8.25,15.5
India,"Calendar Year (Jan - Dec), 1999","January - March, 1999","January, 1999",199820.0,"fortnight, from : 1998-12-28 - to : 1999-01-10",3667.0,621.0,8.0,17.35
India,"Calendar Year (Jan - Dec), 1999","January - March, 1999","January, 1999",199821.0,"fortnight, from : 1999-01-04 - to : 1999-01-17",3824.0,677.0,8.5,17.5
India,"Calendar Year (Jan - Dec), 1999","January - March, 1999","January, 1999",199822.0,"fortnight, from : 1999-01-18 - to : 1999-01-31",3689.0,534.0,9.0,12.5
India,"Calendar Year (Jan - Dec), 1999","January - March, 1999","February, 1999",199823.0,"fortnight, from : 1999-02-01 - to : 1999-02-14",4549.0,153.0,8.0,12.75
India,"Calendar Year (Jan - Dec), 1999","January - March, 1999","February, 1999",199824.0,"fortnight, from : 1999-02-15 - to : 1999-02-28",4171.0,162.0,9.5,17.32
India,"Calendar Year (Jan - Dec), 1999","January - March, 1999","March, 1999",199825.0,"fortnight, from : 1999-03-01 - to : 1999-03-14",3897.0,123.0,7.75,12.55
India,"Calendar Year (Jan - Dec), 1999","January - March, 1999","March, 1999",199826.0,"fortnight, from : 1999-03-15 - to : 1999-03-28",3717.0,67.0,8.0,12.5
India,"Calendar Year (Jan - Dec), 1999","April - June, 1999","April, 1999",199901.0,"fortnight, from : 1999-03-29 - to : 1999-04-11",3494.0,67.0,7.0,12.5
India,"Calendar Year (Jan - Dec), 1999","April - June, 1999","April, 1999",199902.0,"fortnight, from : 1999-04-12 - to : 1999-04-25",3421.0,15.0,7.0,11.75
India,"Calendar Year (Jan - Dec), 1999","April - June, 1999","May, 1999",199903.0,"fortnight, from : 1999-04-26 - to : 1999-05-09",3364.0,378.0,8.0,13.0
India,"Calendar Year (Jan - Dec), 1999","April - June, 1999","May, 1999",199904.0,"fortnight, from : 1999-05-10 - to : 1999-05-23",2744.0,53.0,8.0,12.0
India,"Calendar Year (Jan - Dec), 1999","April - June, 1999","June, 1999",199905.0,"fortnight, from : 1999-05-24 - to : 1999-06-06",2346.0,108.0,8.5,13.0
India,"Calendar Year (Jan - Dec), 1999","April - June, 1999","June, 1999",199906.0,"fortnight, from : 1999-06-07 - to : 1999-06-20",2268.0,50.0,7.5,11.0
India,"Calendar Year (Jan - Dec), 1999","July - September, 1999","July, 1999",199907.0,"fortnight, from : 1999-06-21 - to : 1999-07-04",2111.0,30.0,6.25,11.5
India,"Calendar Year (Jan - Dec), 1999","July - September, 1999","July, 1999",199908.0,"fortnight, from : 1999-07-05 - to : 1999-07-18",2217.0,40.0,6.25,10.9
India,"Calendar Year (Jan - Dec), 1999","July - September, 1999","July, 1999",199909.0,"fortnight, from : 1999-07-19 - to : 1999-08-01",2091.0,,7.5,11.0
India,"Calendar Year (Jan - Dec), 1999","July - September, 1999","August, 1999",199910.0,"fortnight, from : 1999-08-02 - to : 1999-08-15",2003.0,,6.5,11.0
India,"Calendar Year (Jan - Dec), 1999","July - September, 1999","August, 1999",199911.0,"fortnight, from : 1999-08-16 - to : 1999-08-29",1921.0,,8.0,11.5
India,"Calendar Year (Jan - Dec), 1999","July - September, 1999","September, 1999",199912.0,"fortnight, from : 1999-08-30 - to : 1999-09-12",1932.0,128.0,8.5,14.2
India,"Calendar Year (Jan - Dec), 1999","July - September, 1999","September, 1999",199913.0,"fortnight, from : 1999-09-13 - to : 1999-09-26",1933.0,53.0,6.25,11.75
India,"Calendar Year (Jan - Dec), 1999","October - December, 1999","October, 1999",199914.0,"fortnight, from : 1999-09-27 - to : 1999-10-10",1868.0,101.0,6.75,11.0
India,"Calendar Year (Jan - Dec), 1999","October - December, 1999","October, 1999",199915.0,"fortnight, from : 1999-10-11 - to : 1999-10-24",1754.0,54.0,6.75,13.4
India,"Calendar Year (Jan - Dec), 1999","October - December, 1999","November, 1999",199916.0,"fortnight, from : 1999-10-25 - to : 1999-11-07",1705.0,81.0,8.25,11.93
India,"Calendar Year (Jan - Dec), 1999","October - December, 1999","November, 1999",199917.0,"fortnight, from : 1999-11-08 - to : 1999-11-21",1453.0,56.0,7.5,11.25
India,"Calendar Year (Jan - Dec), 1999","October - December, 1999","December, 1999",199918.0,"fortnight, from : 1999-11-22 - to : 1999-12-05",1498.0,73.0,8.0,11.0
India,"Calendar Year (Jan - Dec), 1999","October - December, 1999","December, 1999",199919.0,"fortnight, from : 1999-12-06 - to : 1999-12-19",1467.0,58.0,8.5,11.0
India,"Calendar Year (Jan - Dec), 1999","October - December, 1999","December, 1999",199920.0,"fortnight, from : 1999-12-20 - to : 2000-01-02",1418.0,47.0,8.5,11.0
India,"Calendar Year (Jan - Dec), 2000","January - March, 2000","January, 2000",199921.0,"fortnight, from : 2000-01-03 - to : 2000-01-16",1401.0,80.0,8.5,11.0
India,"Calendar Year (Jan - Dec), 2000","January - March, 2000","January, 2000",199922.0,"fortnight, from : 2000-01-17 - to : 2000-01-30",1385.0,48.0,8.0,11.0
India,"Calendar Year (Jan - Dec), 2000","January - March, 2000","February, 2000",199923.0,"fortnight, from : 2000-01-31 - to : 2000-02-13",1374.0,78.0,8.0,11.0
India,"Calendar Year (Jan - Dec), 2000","January - March, 2000","February, 2000",199924.0,"fortnight, from : 2000-02-14 - to : 2000-02-27",1280.0,78.0,7.75,13.24
India,"Calendar Year (Jan - Dec), 2000","January - March, 2000","March, 2000",199925.0,"fortnight, from : 2000-02-28 - to : 2000-03-12",1243.0,93.0,7.85,12.78
India,"Calendar Year (Jan - Dec), 2000","January - March, 2000","March, 2000",199926.0,"fortnight, from : 2000-03-13 - to : 2000-03-26",1227.0,59.0,7.5,12.0
India,"Calendar Year (Jan - Dec), 2000","April - June, 2000","April, 2000",200001.0,"fortnight, from : 2000-03-27 - to : 2000-04-09",1264.0,123.0,6.5,14.0
India,"Calendar Year (Jan - Dec), 2000","April - June, 2000","April, 2000",200002.0,"fortnight, from : 2000-04-10 - to : 2000-04-23",1273.0,81.0,6.75,11.0
India,"Calendar Year (Jan - Dec), 2000","April - June, 2000","May, 2000",200003.0,"fortnight, from : 2000-04-24 - to : 2000-05-07",872.0,39.0,8.0,12.82
India,"Calendar Year (Jan - Dec), 2000","April - June, 2000","May, 2000",200004.0,"fortnight, from : 2000-05-08 - to : 2000-05-21",945.0,109.0,8.0,11.7
India,"Calendar Year (Jan - Dec), 2000","April - June, 2000","June, 2000",200005.0,"fortnight, from : 2000-05-22 - to : 2000-06-04",933.0,35.0,8.0,11.16
India,"Calendar Year (Jan - Dec), 2000","April - June, 2000","June, 2000",200006.0,"fortnight, from : 2000-06-05 - to : 2000-06-18",974.0,60.0,5.5,13.35
India,"Calendar Year (Jan - Dec), 2000","April - June, 2000","June, 2000",200007.0,"fortnight, from : 2000-06-19 - to : 2000-07-02",1041.0,107.0,8.0,15.7
India,"Calendar Year (Jan - Dec), 2000","July - September, 2000","July, 2000",200008.0,"fortnight, from : 2000-07-03 - to : 2000-07-16",1129.0,259.0,5.5,14.0
India,"Calendar Year (Jan - Dec), 2000","July - September, 2000","July, 2000",200009.0,"fortnight, from : 2000-07-17 - to : 2000-07-30",1211.0,123.0,5.5,12.75
India,"Calendar Year (Jan - Dec), 2000","July - September, 2000","August, 2000",200010.0,"fortnight, from : 2000-07-31 - to : 2000-08-13",1094.0,94.0,8.0,14.6
India,"Calendar Year (Jan - Dec), 2000","July - September, 2000","August, 2000",200011.0,"fortnight, from : 2000-08-14 - to : 2000-08-27",1149.0,54.0,6.5,11.25
India,"Calendar Year (Jan - Dec), 2000","July - September, 2000","September, 2000",200012.0,"fortnight, from : 2000-08-28 - to : 2000-09-10",1120.0,102.0,8.5,11.75
India,"Calendar Year (Jan - Dec), 2000","July - September, 2000","September, 2000",200013.0,"fortnight, from : 2000-09-11 - to : 2000-09-24",1153.0,135.0,8.0,13.5
India,"Calendar Year (Jan - Dec), 2000","October - December, 2000","October, 2000",200014.0,"fortnight, from : 2000-09-25 - to : 2000-10-08",1364.0,281.0,5.0,12.8
India,"Calendar Year (Jan - Dec), 2000","October - December, 2000","October, 2000",200015.0,"fortnight, from : 2000-10-09 - to : 2000-10-22",1695.0,484.0,6.3,14.06
India,"Calendar Year (Jan - Dec), 2000","October - December, 2000","November, 2000",200016.0,"fortnight, from : 2000-10-23 - to : 2000-11-05",1660.0,282.0,7.5,11.35
India,"Calendar Year (Jan - Dec), 2000","October - December, 2000","November, 2000",200017.0,"fortnight, from : 2000-11-06 - to : 2000-11-19",1626.0,232.0,8.5,12.28
India,"Calendar Year (Jan - Dec), 2000","October - December, 2000","December, 2000",200018.0,"fortnight, from : 2000-11-20 - to : 2000-12-03",1344.0,61.0,8.0,11.0
India,"Calendar Year (Jan - Dec), 2000","October - December, 2000","December, 2000",200019.0,"fortnight, from : 2000-12-04 - to : 2000-12-17",1303.0,107.0,7.75,11.0
India,"Calendar Year (Jan - Dec), 2000","October - December, 2000","December, 2000",200020.0,"fortnight, from : 2000-12-18 - to : 2000-12-31",1135.0,27.0,7.78,10.5
India,"Calendar Year (Jan - Dec), 2001","January - March, 2001","January, 2001",200021.0,"fortnight, from : 2001-01-01 - to : 2001-01-14",1180.0,132.0,7.25,11.0
India,"Calendar Year (Jan - Dec), 2001","January - March, 2001","January, 2001",200022.0,"fortnight, from : 2001-01-15 - to : 2001-01-28",1197.0,207.0,7.25,10.75
India,"Calendar Year (Jan - Dec), 2001","January - March, 2001","February, 2001",200023.0,"fortnight, from : 2001-01-29 - to : 2001-02-11",1153.0,154.0,7.25,11.0
India,"Calendar Year (Jan - Dec), 2001","January - March, 2001","February, 2001",200024.0,"fortnight, from : 2001-02-12 - to : 2001-02-25",1187.0,144.0,6.75,12.0
India,"Calendar Year (Jan - Dec), 2001","January - March, 2001","March, 2001",200025.0,"fortnight, from : 2001-02-26 - to : 2001-03-11",1060.0,100.0,7.25,11.0
India,"Calendar Year (Jan - Dec), 2001","January - March, 2001","March, 2001",200026.0,"fortnight, from : 2001-03-12 - to : 2001-03-25",771.0,109.0,5.5,11.0
India,"Calendar Year (Jan - Dec), 2001","April - June, 2001","April, 2001",200101.0,"fortnight, from : 2001-03-26 - to : 2001-04-08",1061.0,166.0,6.5,11.0
India,"Calendar Year (Jan - Dec), 2001","April - June, 2001","April, 2001",200102.0,"fortnight, from : 2001-04-09 - to : 2001-04-22",905.0,128.0,7.0,11.0
India,"Calendar Year (Jan - Dec), 2001","April - June, 2001","May, 2001",200103.0,"fortnight, from : 2001-04-23 - to : 2001-05-06",1011.0,206.0,5.0,10.8
India,"Calendar Year (Jan - Dec), 2001","April - June, 2001","May, 2001",200104.0,"fortnight, from : 2001-05-07 - to : 2001-05-20",935.0,83.0,6.3,11.5
India,"Calendar Year (Jan - Dec), 2001","April - June, 2001","June, 2001",200105.0,"fortnight, from : 2001-05-21 - to : 2001-06-03",960.0,53.0,6.8,10.5
India,"Calendar Year (Jan - Dec), 2001","April - June, 2001","June, 2001",200106.0,"fortnight, from : 2001-06-04 - to : 2001-06-17",979.0,115.0,5.0,10.0
India,"Calendar Year (Jan - Dec), 2001","April - June, 2001","June, 2001",200107.0,"fortnight, from : 2001-06-18 - to : 2001-07-01",921.0,111.0,6.8,10.25
India,"Calendar Year (Jan - Dec), 2001","July - September, 2001","July, 2001",200108.0,"fortnight, from : 2001-07-02 - to : 2001-07-15",782.0,54.0,5.0,10.5
India,"Calendar Year (Jan - Dec), 2001","July - September, 2001","July, 2001",200109.0,"fortnight, from : 2001-07-16 - to : 2001-07-29",751.0,70.0,6.0,10.0
India,"Calendar Year (Jan - Dec), 2001","July - September, 2001","August, 2001",200110.0,"fortnight, from : 2001-07-30 - to : 2001-08-12",786.0,182.0,6.0,10.5
India,"Calendar Year (Jan - Dec), 2001","July - September, 2001","August, 2001",200111.0,"fortnight, from : 2001-08-13 - to : 2001-08-26",757.0,83.0,5.0,10.0
India,"Calendar Year (Jan - Dec), 2001","July - September, 2001","September, 2001",200112.0,"fortnight, from : 2001-08-27 - to : 2001-09-09",729.0,,6.0,10.0
India,"Calendar Year (Jan - Dec), 2001","July - September, 2001","September, 2001",200113.0,"fortnight, from : 2001-09-10 - to : 2001-09-23",736.0,119.0,6.33,9.5
India,"Calendar Year (Jan - Dec), 2001","October - December, 2001","October, 2001",200114.0,"fortnight, from : 2001-09-24 - to : 2001-10-07",825.0,52.0,6.0,9.5
India,"Calendar Year (Jan - Dec), 2001","October - December, 2001","October, 2001",200115.0,"fortnight, from : 2001-10-08 - to : 2001-10-21",786.0,99.0,6.2,9.75
India,"Calendar Year (Jan - Dec), 2001","October - December, 2001","November, 2001",200116.0,"fortnight, from : 2001-10-22 - to : 2001-11-04",766.0,34.0,6.44,9.4
India,"Calendar Year (Jan - Dec), 2001","October - December, 2001","November, 2001",200117.0,"fortnight, from : 2001-11-05 - to : 2001-11-18",791.0,140.0,6.4,9.4
India,"Calendar Year (Jan - Dec), 2001","October - December, 2001","November, 2001",200118.0,"fortnight, from : 2001-11-19 - to : 2001-12-02",876.0,169.0,6.33,9.3
India,"Calendar Year (Jan - Dec), 2001","October - December, 2001","December, 2001",200119.0,"fortnight, from : 2001-12-03 - to : 2001-12-16",798.0,79.0,5.0,9.5
India,"Calendar Year (Jan - Dec), 2001","October - December, 2001","December, 2001",200120.0,"fortnight, from : 2001-12-17 - to : 2001-12-30",839.0,128.0,5.0,9.2
India,"Calendar Year (Jan - Dec), 2002","January - March, 2002","January, 2002",200121.0,"fortnight, from : 2001-12-31 - to : 2002-01-13",755.0,,6.2,9.5
India,"Calendar Year (Jan - Dec), 2002","January - March, 2002","January, 2002",200122.0,"fortnight, from : 2002-01-14 - to : 2002-01-27",1008.0,264.0,5.99,9.6
India,"Calendar Year (Jan - Dec), 2002","January - March, 2002","February, 2002",200123.0,"fortnight, from : 2002-01-28 - to : 2002-02-10",1196.0,247.0,6.0,9.5
India,"Calendar Year (Jan - Dec), 2002","January - March, 2002","February, 2002",200124.0,"fortnight, from : 2002-02-11 - to : 2002-02-24",1292.0,236.0,6.0,10.15
India,"Calendar Year (Jan - Dec), 2002","January - March, 2002","March, 2002",200125.0,"fortnight, from : 2002-02-25 - to : 2002-03-10",1503.0,171.0,5.98,10.0
India,"Calendar Year (Jan - Dec), 2002","January - March, 2002","March, 2002",200126.0,"fortnight, from : 2002-03-11 - to : 2002-03-24",1576.0,,5.0,10.03
India,"Calendar Year (Jan - Dec), 2002","April - June, 2002","April, 2002",200201.0,"fortnight, from : 2002-03-25 - to : 2002-04-07",1474.0,144.0,5.0,10.88
India,"Calendar Year (Jan - Dec), 2002","April - June, 2002","April, 2002",200202.0,"fortnight, from : 2002-04-08 - to : 2002-04-21",1393.0,65.0,5.0,10.28
India,"Calendar Year (Jan - Dec), 2002","April - June, 2002","May, 2002",200203.0,"fortnight, from : 2002-04-22 - to : 2002-05-05",1247.0,67.0,5.0,10.28
India,"Calendar Year (Jan - Dec), 2002","April - June, 2002","May, 2002",200204.0,"fortnight, from : 2002-05-06 - to : 2002-05-19",1362.0,179.0,5.0,9.5
India,"Calendar Year (Jan - Dec), 2002","April - June, 2002","May, 2002",200205.0,"fortnight, from : 2002-05-20 - to : 2002-06-02",1360.0,92.0,6.0,8.9
India,"Calendar Year (Jan - Dec), 2002","April - June, 2002","June, 2002",200206.0,"fortnight, from : 2002-06-03 - to : 2002-06-16",1357.0,77.0,5.0,10.0
India,"Calendar Year (Jan - Dec), 2002","April - June, 2002","June, 2002",200207.0,"fortnight, from : 2002-06-17 - to : 2002-06-30",1359.0,114.0,5.4,9.2
India,"Calendar Year (Jan - Dec), 2002","July - September, 2002","July, 2002",200208.0,"fortnight, from : 2002-07-01 - to : 2002-07-14",1312.0,29.0,5.21,9.1
India,"Calendar Year (Jan - Dec), 2002","July - September, 2002","July, 2002",200209.0,"fortnight, from : 2002-07-15 - to : 2002-07-28",1303.0,104.0,5.1,8.5
India,"Calendar Year (Jan - Dec), 2002","July - September, 2002","August, 2002",200210.0,"fortnight, from : 2002-07-29 - to : 2002-08-11",1161.0,73.0,4.99,8.5
India,"Calendar Year (Jan - Dec), 2002","July - September, 2002","August, 2002",200211.0,"fortnight, from : 2002-08-12 - to : 2002-08-25",1007.0,13.0,5.03,8.5
India,"Calendar Year (Jan - Dec), 2002","July - September, 2002","September, 2002",200212.0,"fortnight, from : 2002-08-26 - to : 2002-09-08",1249.0,,5.0,8.5
India,"Calendar Year (Jan - Dec), 2002","July - September, 2002","September, 2002",200213.0,"fortnight, from : 2002-09-09 - to : 2002-09-22",1236.0,105.0,5.5,8.75
India,"Calendar Year (Jan - Dec), 2002","October - December, 2002","October, 2002",200214.0,"fortnight, from : 2002-09-23 - to : 2002-10-06",1270.0,169.0,5.2,8.25
India,"Calendar Year (Jan - Dec), 2002","October - December, 2002","October, 2002",200215.0,"fortnight, from : 2002-10-07 - to : 2002-10-20",1394.0,53.0,4.94,8.0
India,"Calendar Year (Jan - Dec), 2002","October - December, 2002","November, 2002",200216.0,"fortnight, from : 2002-10-21 - to : 2002-11-03",1310.0,11.0,6.0,7.5
India,"Calendar Year (Jan - Dec), 2002","October - December, 2002","November, 2002",200217.0,"fortnight, from : 2002-11-04 - to : 2002-11-17",1309.0,4.0,4.69,8.5
India,"Calendar Year (Jan - Dec), 2002","October - December, 2002","November, 2002",200218.0,"fortnight, from : 2002-11-18 - to : 2002-12-01",1219.0,,4.46,7.05
India,"Calendar Year (Jan - Dec), 2002","October - December, 2002","December, 2002",200219.0,"fortnight, from : 2002-12-02 - to : 2002-12-15",1204.0,16.0,4.69,8.5
India,"Calendar Year (Jan - Dec), 2002","October - December, 2002","December, 2002",200220.0,"fortnight, from : 2002-12-16 - to : 2002-12-29",1163.0,8.0,4.71,6.5
India,"Calendar Year (Jan - Dec), 2003","January - March, 2003","January, 2003",200221.0,"fortnight, from : 2002-12-30 - to : 2003-01-12",1199.0,59.0,4.37,6.61
India,"Calendar Year (Jan - Dec), 2003","January - March, 2003","January, 2003",200222.0,"fortnight, from : 2003-01-13 - to : 2003-01-26",1226.0,109.0,4.6,7.0
India,"Calendar Year (Jan - Dec), 2003","January - March, 2003","February, 2003",200223.0,"fortnight, from : 2003-01-27 - to : 2003-02-09",1214.0,42.0,4.75,6.5
India,"Calendar Year (Jan - Dec), 2003","January - March, 2003","February, 2003",200224.0,"fortnight, from : 2003-02-10 - to : 2003-02-23",1125.0,2.0,3.0,7.5
India,"Calendar Year (Jan - Dec), 2003","January - March, 2003","March, 2003",200225.0,"fortnight, from : 2003-02-24 - to : 2003-03-09",928.0,7.0,5.25,7.1
India,"Calendar Year (Jan - Dec), 2003","January - March, 2003","March, 2003",200226.0,"fortnight, from : 2003-03-10 - to : 2003-03-23",908.0,10.0,5.0,7.1
India,"Calendar Year (Jan - Dec), 2003","April - June, 2003","April, 2003",200301.0,"fortnight, from : 2003-03-24 - to : 2003-04-06",891.0,,5.25,7.4
India,"Calendar Year (Jan - Dec), 2003","April - June, 2003","April, 2003",200302.0,"fortnight, from : 2003-04-07 - to : 2003-04-20",1485.0,257.0,5.25,7.4
India,"Calendar Year (Jan - Dec), 2003","April - June, 2003","May, 2003",200303.0,"fortnight, from : 2003-04-21 - to : 2003-05-04",1660.0,94.0,5.0,6.26
India,"Calendar Year (Jan - Dec), 2003","April - June, 2003","May, 2003",200304.0,"fortnight, from : 2003-05-05 - to : 2003-05-18",1946.0,,5.25,6.25
India,"Calendar Year (Jan - Dec), 2003","April - June, 2003","May, 2003",200305.0,"fortnight, from : 2003-05-19 - to : 2003-06-01",1996.0,52.0,3.94,7.0
India,"Calendar Year (Jan - Dec), 2003","April - June, 2003","June, 2003",200306.0,"fortnight, from : 2003-06-02 - to : 2003-06-15",2227.0,107.0,3.99,7.0
India,"Calendar Year (Jan - Dec), 2003","April - June, 2003","June, 2003",200307.0,"fortnight, from : 2003-06-16 - to : 2003-06-29",2183.0,,3.74,6.5
India,"Calendar Year (Jan - Dec), 2003","July - September, 2003","July, 2003",200308.0,"fortnight, from : 2003-06-30 - to : 2003-07-13",2242.0,44.0,4.45,6.25
India,"Calendar Year (Jan - Dec), 2003","July - September, 2003","July, 2003",200309.0,"fortnight, from : 2003-07-14 - to : 2003-07-27",2466.0,759.0,5.25,6.75
India,"Calendar Year (Jan - Dec), 2003","July - September, 2003","August, 2003",200310.0,"fortnight, from : 2003-07-28 - to : 2003-08-10",2741.0,328.0,4.25,6.75
India,"Calendar Year (Jan - Dec), 2003","July - September, 2003","August, 2003",200311.0,"fortnight, from : 2003-08-11 - to : 2003-08-24",2961.0,264.0,4.75,5.68
India,"Calendar Year (Jan - Dec), 2003","July - September, 2003","September, 2003",200312.0,"fortnight, from : 2003-08-25 - to : 2003-09-07",3024.0,107.0,4.5,5.61
India,"Calendar Year (Jan - Dec), 2003","July - September, 2003","September, 2003",200313.0,"fortnight, from : 2003-09-08 - to : 2003-09-21",3098.0,126.0,4.25,6.0
India,"Calendar Year (Jan - Dec), 2003","October - December, 2003","October, 2003",200314.0,"fortnight, from : 2003-09-22 - to : 2003-10-05",3154.0,48.0,3.75,6.75
India,"Calendar Year (Jan - Dec), 2003","October - December, 2003","October, 2003",200315.0,"fortnight, from : 2003-10-06 - to : 2003-10-19",3243.0,257.0,4.5,7.0
India,"Calendar Year (Jan - Dec), 2003","October - December, 2003","October, 2003",200316.0,"fortnight, from : 2003-10-20 - to : 2003-11-02",3321.0,139.0,4.25,6.5
India,"Calendar Year (Jan - Dec), 2003","October - December, 2003","November, 2003",200317.0,"fortnight, from : 2003-11-03 - to : 2003-11-16",3511.0,224.0,4.5,7.0
India,"Calendar Year (Jan - Dec), 2003","October - December, 2003","November, 2003",200318.0,"fortnight, from : 2003-11-17 - to : 2003-11-30",3666.0,226.0,3.75,6.1
India,"Calendar Year (Jan - Dec), 2003","October - December, 2003","December, 2003",200319.0,"fortnight, from : 2003-12-01 - to : 2003-12-14",3643.0,1.0,4.0,6.0
India,"Calendar Year (Jan - Dec), 2003","October - December, 2003","December, 2003",200320.0,"fortnight, from : 2003-12-15 - to : 2003-12-28",3830.0,113.0,3.75,6.0
India,"Calendar Year (Jan - Dec), 2004","January - March, 2004","January, 2004",200321.0,"fortnight, from : 2003-12-29 - to : 2004-01-11",4457.0,713.0,3.87,6.0
India,"Calendar Year (Jan - Dec), 2004","January - March, 2004","January, 2004",200322.0,"fortnight, from : 2004-01-12 - to : 2004-01-25",4419.0,88.0,3.57,6.11
India,"Calendar Year (Jan - Dec), 2004","January - March, 2004","February, 2004",200323.0,"fortnight, from : 2004-01-26 - to : 2004-02-08",4826.0,157.0,3.92,5.06
India,"Calendar Year (Jan - Dec), 2004","January - March, 2004","February, 2004",200324.0,"fortnight, from : 2004-02-09 - to : 2004-02-22",4656.0,,3.75,6.0
India,"Calendar Year (Jan - Dec), 2004","January - March, 2004","March, 2004",200325.0,"fortnight, from : 2004-02-23 - to : 2004-03-07",4831.0,347.0,3.59,5.75
India,"Calendar Year (Jan - Dec), 2004","January - March, 2004","March, 2004",200326.0,"fortnight, from : 2004-03-08 - to : 2004-03-21",4461.0,246.0,3.87,5.16
India,"Calendar Year (Jan - Dec), 2004","April - June, 2004","April, 2004",200401.0,"fortnight, from : 2004-03-22 - to : 2004-04-04",4626.0,191.0,3.75,5.16
India,"Calendar Year (Jan - Dec), 2004","April - June, 2004","April, 2004",200402.0,"fortnight, from : 2004-04-05 - to : 2004-04-18",4813.0,198.0,4.64,6.0
India,"Calendar Year (Jan - Dec), 2004","April - June, 2004","April, 2004",200403.0,"fortnight, from : 2004-04-19 - to : 2004-05-02",4725.0,50.0,3.5,4.45
India,"Calendar Year (Jan - Dec), 2004","April - June, 2004","May, 2004",200404.0,"fortnight, from : 2004-05-03 - to : 2004-05-16",4703.0,30.0,4.08,4.61
